latitude;longitude;elevation;utc_offset_seconds;timezone;timezone_abbreviation;;
-7.768014;110.39183;110;25200;Asia/Bangkok;7;;
time;temperature_2m (°C);rain (mm);cloud_cover (%);soil_temperature_0_to_7cm (°C);soil_temperature_7_to_28cm (°C);soil_temperature_28_to_100cm (°C);shortwave_radiation_instant (W/m²)
time;temperature;rain;cloud;soil_0_7;soil_7_28;soil_28_100;shortwave_radiation
2022-10-01T00:00;23.8;0.1;100;24.7;26.3;26.3;0
2022-10-01T01:00;24;0.2;100;24.6;26.2;26.3;0
2022-10-01T02:00;24;0.2;100;24.6;26;26.2;0
2022-10-01T03:00;24.1;0.2;100;24.6;25.9;26.2;0
2022-10-01T04:00;24.3;0.8;100;24.6;25.8;26.2;0
2022-10-01T05:00;24.3;0.4;100;24.6;25.7;26.2;0
2022-10-01T06:00;24.4;0.3;100;24.6;25.6;26.2;6.7
2022-10-01T07:00;25.3;0.2;55;24.5;25.5;26.2;58.2
2022-10-01T08:00;26.3;0.1;99;26;25.5;26.2;437
2022-10-01T09:00;27.2;0;100;27.1;25.6;26.2;485.8
2022-10-01T10:00;28.4;0.1;57;28.3;25.8;26.2;634.3
2022-10-01T11:00;29.3;0.1;96;29.2;26.1;26.2;717.6
2022-10-01T12:00;25.6;7.2;100;28.6;26.3;26.2;438
2022-10-01T13:00;26.1;2.1;100;27.4;26.4;26.2;196.5
2022-10-01T14:00;26.1;2.3;100;27.1;26.5;26.2;232.3
2022-10-01T15:00;25.6;5;100;27.1;26.6;26.2;230.4
2022-10-01T16:00;25.4;1.1;86;26.4;26.6;26.2;64.4
2022-10-01T17:00;25.5;0.1;100;26.1;26.5;26.2;37.3
2022-10-01T18:00;25;0.8;80;25.7;26.5;26.2;0
2022-10-01T19:00;25.9;0;96;27.4;26.7;26.2;0
2022-10-01T20:00;25.3;0;57;26.6;26.7;26.2;0
2022-10-01T21:00;24.3;0.1;93;25.7;26.6;26.2;0
2022-10-01T22:00;24.4;0;78;25.3;26.5;26.2;0
2022-10-01T23:00;25.1;0;87;25.1;26.4;26.2;0
2022-10-02T00:00;24.1;0;80;25;26.3;26.2;0
2022-10-02T01:00;23.3;0;39;24.6;26.1;26.2;0
2022-10-02T02:00;23.1;0;44;24.3;26;26.2;0
2022-10-02T03:00;22.8;0;78;24;25.8;26.2;0
2022-10-02T04:00;22.5;0;92;23.8;25.7;26.2;0
2022-10-02T05:00;22.8;0;68;23.7;25.5;26.2;0
2022-10-02T06:00;23.4;0;80;23.8;25.4;26.2;31
2022-10-02T07:00;25;0;41;24.7;25.3;26.2;198.9
2022-10-02T08:00;26.1;0.1;100;25.9;25.3;26.2;391.7
2022-10-02T09:00;27.6;0.1;97;27.2;25.4;26.2;595.4
2022-10-02T10:00;27.8;0.1;98;27.6;25.6;26.2;420.6
2022-10-02T11:00;28.5;0.2;99;28.4;25.8;26.2;600.2
2022-10-02T12:00;27.2;1;99;28.8;26.1;26.2;576
2022-10-02T13:00;27.3;1.1;53;28.3;26.3;26.2;414.9
2022-10-02T14:00;28;0.4;19;28.8;26.5;26.2;583.8
2022-10-02T15:00;27;5.3;77;28.5;26.7;26.2;439
2022-10-02T16:00;25.3;7.7;100;27;26.7;26.2;98.1
2022-10-02T17:00;24.8;0.3;94;26.1;26.7;26.2;18.1
2022-10-02T18:00;24.4;0.4;100;25.5;26.6;26.2;0
2022-10-02T19:00;23.7;0.1;100;25.7;26.6;26.2;0
2022-10-02T20:00;23.4;2.3;100;24.9;26.4;26.2;0
2022-10-02T21:00;22.9;0.5;100;24.4;26.3;26.2;0
2022-10-02T22:00;22.9;0.7;100;24.1;26.1;26.2;0
2022-10-02T23:00;22.8;0.5;100;23.8;25.9;26.2;0
2022-10-03T00:00;22.9;0.4;100;23.7;25.7;26.2;0
2022-10-03T01:00;22.7;1.2;100;23.6;25.5;26.2;0
2022-10-03T02:00;22.8;2.8;100;23.6;25.4;26.2;0
2022-10-03T03:00;22.8;0.4;75;23.5;25.2;26.2;0
2022-10-03T04:00;22.9;0.1;97;23.4;25.1;26.2;0
2022-10-03T05:00;22.7;0;100;23.3;25;26.2;0
2022-10-03T06:00;23.4;0;63;23.5;24.9;26.1;24.3
2022-10-03T07:00;24.1;0;76;25.5;25.1;26.1;247.5
2022-10-03T08:00;25.3;0.1;77;26.1;25.2;26.1;396.2
2022-10-03T09:00;27;0.2;100;27.2;25.3;26.1;590.7
2022-10-03T10:00;25.6;4.7;100;26.7;25.5;26.1;261.5
2022-10-03T11:00;25.9;0.2;95;26.7;25.6;26.1;328.8
2022-10-03T12:00;28.2;0.1;100;28.4;25.8;26.1;828.1
2022-10-03T13:00;27.7;0.1;100;28.3;26.1;26.1;376.5
2022-10-03T14:00;27.4;0;82;28.3;26.3;26.1;362.5
2022-10-03T15:00;27.4;0.1;100;28.4;26.4;26.1;394.1
2022-10-03T16:00;26.9;0.1;100;28;26.6;26.1;208.4
2022-10-03T17:00;26.1;0.3;100;27.3;26.7;26.1;44.7
2022-10-03T18:00;25.2;0.3;79;26.5;26.7;26.1;0
2022-10-03T19:00;24.7;0.1;79;26.8;26.7;26.1;0
2022-10-03T20:00;24.6;0;92;26;26.6;26.1;0
2022-10-03T21:00;23.9;0;86;25.5;26.5;26.1;0
2022-10-03T22:00;24;0;61;25.1;26.4;26.1;0
2022-10-03T23:00;23.8;3.5;100;24.7;26.3;26.1;0
2022-10-04T00:00;23.3;0.3;71;24.3;26.1;26.1;0
2022-10-04T01:00;23;0.2;100;24;26;26.1;0
2022-10-04T02:00;23.1;0;100;23.9;25.8;26.1;0
2022-10-04T03:00;23;0;100;23.9;25.6;26.1;0
2022-10-04T04:00;23;0;47;23.8;25.5;26.1;0
2022-10-04T05:00;23.4;0;52;23.5;25.3;26.1;0
2022-10-04T06:00;23.6;0;100;23.6;25.2;26.1;35.4
2022-10-04T07:00;24.9;0;100;24.5;25.2;26.1;157.4
2022-10-04T08:00;25.7;0.1;37;25.5;25.2;26.1;324.5
2022-10-04T09:00;26.9;0.1;99;26.9;25.3;26.1;616.2
2022-10-04T10:00;27.6;0.1;100;27.5;25.5;26.1;455.6
2022-10-04T11:00;27.9;0;95;27.9;25.7;26.1;443.8
2022-10-04T12:00;27;0.8;82;27.9;25.9;26.1;514.2
2022-10-04T13:00;28.5;0.1;52;28.8;26.1;26.1;678.2
2022-10-04T14:00;29.4;0;100;29.6;26.4;26.1;682.7
2022-10-04T15:00;27.7;0.7;100;28.9;26.6;26.1;281.1
2022-10-04T16:00;27.4;0.4;86;28.1;26.8;26.1;214.5
2022-10-04T17:00;26.9;0;100;27.6;26.8;26.1;71.7
2022-10-04T18:00;26.4;0.1;57;26.8;26.8;26.1;0
2022-10-04T19:00;24.5;0;45;27;26.9;26.1;0
2022-10-04T20:00;24.8;0;36;26.1;26.8;26.1;0
2022-10-04T21:00;24.3;0;43;25.5;26.7;26.1;0
2022-10-04T22:00;23.5;0;50;24.9;26.6;26.1;0
2022-10-04T23:00;23.4;0;53;24.6;26.4;26.1;0
2022-10-05T00:00;22.9;0;57;24.4;26.2;26.1;0
2022-10-05T01:00;22.8;0;58;24.2;26.1;26.1;0
2022-10-05T02:00;22.9;0;61;24.1;25.9;26.1;0
2022-10-05T03:00;22.3;0;62;23.8;25.8;26.1;0
2022-10-05T04:00;22.7;0;75;23.6;25.6;26.1;0
2022-10-05T05:00;23;0;100;23.5;25.5;26.1;0
2022-10-05T06:00;23.2;0.1;70;23.7;25.3;26.1;33.1
2022-10-05T07:00;25.1;0;43;24.6;25.3;26.1;227.5
2022-10-05T08:00;26.4;0.2;66;25.9;25.3;26.1;470.5
2022-10-05T09:00;27.1;0.2;60;27;25.4;26.1;553.2
2022-10-05T10:00;28.3;0.1;82;28.2;25.6;26.1;743.5
2022-10-05T11:00;29;0;100;29;25.9;26.1;652.2
2022-10-05T12:00;28.7;0;100;29.1;26.1;26.1;499.3
2022-10-05T13:00;27.3;0.4;100;28.8;26.4;26.1;425.3
2022-10-05T14:00;27.7;0.2;61;28.7;26.5;26.1;396.3
2022-10-05T15:00;27.9;0;100;29;26.7;26.1;455.1
2022-10-05T16:00;26.1;0.4;95;28;26.8;26.1;105.7
2022-10-05T17:00;25.6;0.2;100;27;26.9;26.1;38.1
2022-10-05T18:00;24.8;0;67;26.2;26.8;26.1;0
2022-10-05T19:00;25;0;51;26.6;26.6;26.1;0
2022-10-05T20:00;25;0;49;25.9;26.5;26.1;0
2022-10-05T21:00;23.7;0;47;25.2;26.4;26.1;0
2022-10-05T22:00;23.6;0;54;24.8;26.3;26.1;0
2022-10-05T23:00;23.1;0;100;24.5;26.2;26.1;0
2022-10-06T00:00;23.6;0.1;100;24.4;26;26.1;0
2022-10-06T01:00;23.3;0;100;24.2;25.9;26.1;0
2022-10-06T02:00;23.4;0.1;94;24.2;25.8;26.1;0
2022-10-06T03:00;23.7;0;100;24.2;25.7;26.1;0
2022-10-06T04:00;23.6;0.1;100;24.2;25.6;26.1;0
2022-10-06T05:00;23.4;0.1;100;23.9;25.4;26.1;0
2022-10-06T06:00;23.8;0.1;100;23.9;25.3;26.1;28.6
2022-10-06T07:00;25;0.1;100;24;25.2;26.1;145.1
2022-10-06T08:00;26.1;0.1;100;25.2;25.2;26.1;366.2
2022-10-06T09:00;26.8;0.1;100;26.1;25.3;26.1;413
2022-10-06T10:00;26.7;0.2;100;26.3;25.4;26.1;281.5
2022-10-06T11:00;27.4;0;58;26.8;25.5;26.1;362.5
2022-10-06T12:00;27.8;0.6;84;28.2;25.7;26.1;770.1
2022-10-06T13:00;27.2;2.4;74;27.9;25.9;26.1;536.3
2022-10-06T14:00;27.7;0.2;100;28.1;26;26.1;501.7
2022-10-06T15:00;25.9;0.4;93;27.3;26.2;26.1;213.7
2022-10-06T16:00;26.3;0.1;100;27;26.2;26.1;164.6
2022-10-06T17:00;25.5;0.3;100;26.4;26.3;26.1;45.5
2022-10-06T18:00;24.2;0.5;100;25.5;26.2;26.1;0
2022-10-06T19:00;24.2;0.6;90;24.8;26.2;26.1;0
2022-10-06T20:00;23.9;0.2;94;24.5;26.1;26.1;0
2022-10-06T21:00;24.6;0.1;94;24.4;25.9;26.1;0
2022-10-06T22:00;23.5;0;95;24.3;25.8;26.1;0
2022-10-06T23:00;23.3;0;79;24.1;25.7;26.1;0
2022-10-07T00:00;23.1;0;100;23.9;25.5;26.1;0
2022-10-07T01:00;23.1;0;100;23.8;25.4;26.1;0
2022-10-07T02:00;22.9;0;85;23.6;25.3;26.1;0
2022-10-07T03:00;23.1;0;85;23.5;25.2;26;0
2022-10-07T04:00;23.4;0;100;23.4;25.1;26;0
2022-10-07T05:00;23.8;0.1;84;23.4;24.9;26;0
2022-10-07T06:00;23.4;0;61;23.4;24.8;26;19.8
2022-10-07T07:00;25.4;0;53;24;24.7;26;176.3
2022-10-07T08:00;26.6;0;61;25.6;24.7;26;468.6
2022-10-07T09:00;27.8;0;64;27.3;24.9;26;674.7
2022-10-07T10:00;29.3;0;57;28.6;25.2;26;774
2022-10-07T11:00;29.5;0;100;29.8;25.5;26;901.5
2022-10-07T12:00;26.6;1.8;100;28.8;25.8;26;536.8
2022-10-07T13:00;28;0.5;100;29.1;26.1;26;606.1
2022-10-07T14:00;25.9;0.9;100;27.9;26.3;26;166.9
2022-10-07T15:00;26.5;0.5;100;27.6;26.4;26;236.1
2022-10-07T16:00;26.3;0.3;100;27.1;26.4;26;132.4
2022-10-07T17:00;25.3;0.6;100;26.4;26.5;26;31.5
2022-10-07T18:00;24.7;1.1;100;25.7;26.4;26;0
2022-10-07T19:00;23.8;1.5;100;26.5;26.3;26;0
2022-10-07T20:00;23.8;1.1;100;25.4;26.2;26;0
2022-10-07T21:00;23.6;1.4;100;24.7;26.1;26;0
2022-10-07T22:00;23.5;4.8;100;24.5;26;26;0
2022-10-07T23:00;23.1;2.8;100;24.2;25.8;26;0
2022-10-08T00:00;23.1;0.1;44;24;25.7;26;0
2022-10-08T01:00;22.8;1.1;100;23.7;25.5;26;0
2022-10-08T02:00;22.6;3.5;100;23.5;25.4;26;0
2022-10-08T03:00;22.7;0.5;100;23.4;25.2;26;0
2022-10-08T04:00;22.5;1.4;100;23.4;25.1;26;0
2022-10-08T05:00;22.8;1;100;23.3;24.9;26;0
2022-10-08T06:00;22.9;0.2;98;23.3;24.8;26;13.2
2022-10-08T07:00;24.2;1.1;100;24.1;25;26;78.6
2022-10-08T08:00;24.5;0.8;100;24.8;25;26;206.3
2022-10-08T09:00;24.7;1.3;54;25.1;25;25.9;186.8
2022-10-08T10:00;26.6;0.6;71;26.5;25.1;25.9;584.1
2022-10-08T11:00;27.5;0.2;100;27.3;25.3;25.9;552.3
2022-10-08T12:00;26.2;2.7;100;27.1;25.5;25.9;325.4
2022-10-08T13:00;26.5;1.3;100;27;25.6;25.9;294.9
2022-10-08T14:00;25;1.8;100;26.3;25.7;25.9;163.2
2022-10-08T15:00;25.4;0.5;100;25.9;25.7;25.9;122.3
2022-10-08T16:00;25.6;0.2;100;25.7;25.7;25.9;68.1
2022-10-08T17:00;25.4;0.1;85;25.4;25.7;25.9;21.4
2022-10-08T18:00;24.1;0;100;25;25.7;25.9;0
2022-10-08T19:00;23.3;0.1;51;25.9;25.6;25.9;0
2022-10-08T20:00;23.6;0.8;94;24.9;25.6;25.9;0
2022-10-08T21:00;23.4;0.2;76;24.4;25.5;25.9;0
2022-10-08T22:00;23.2;0;100;24.1;25.4;25.9;0
2022-10-08T23:00;23.3;0;100;23.9;25.3;25.9;0
2022-10-09T00:00;23.2;0;100;23.8;25.2;25.9;0
2022-10-09T01:00;23;0;100;23.7;25.1;25.9;0
2022-10-09T02:00;23.1;0.1;100;23.6;25;25.9;0
2022-10-09T03:00;23.1;0.6;100;23.6;24.9;25.9;0
2022-10-09T04:00;23.1;0.2;100;23.5;24.8;25.9;0
2022-10-09T05:00;23;0;59;23.4;24.7;25.9;0
2022-10-09T06:00;23.3;0.1;78;23.4;24.6;25.9;41.7
2022-10-09T07:00;24.7;0;99;23.9;24.6;25.8;176.9
2022-10-09T08:00;25.2;0;64;24.8;24.6;25.8;248.4
2022-10-09T09:00;26;0;100;25.8;24.7;25.8;404.7
2022-10-09T10:00;27.6;0.1;100;27.4;24.9;25.8;702.2
2022-10-09T11:00;28.9;0.1;100;28.5;25.2;25.8;730.8
2022-10-09T12:00;29.3;0.1;100;29;25.5;25.8;646.8
2022-10-09T13:00;29;0;100;29.2;25.8;25.8;521.7
2022-10-09T14:00;26.9;2;100;28.2;26.1;25.8;235.6
2022-10-09T15:00;27;0.1;100;27.9;26.2;25.8;305.8
2022-10-09T16:00;26.5;0.1;84;27.4;26.3;25.8;131.5
2022-10-09T17:00;25.6;0.1;100;26.8;26.4;25.8;39.8
2022-10-09T18:00;25.1;0.6;99;26;26.4;25.8;0
2022-10-09T19:00;24.3;0.1;55;25.9;26.3;25.8;0
2022-10-09T20:00;23.6;1.3;100;25.1;26.2;25.8;0
2022-10-09T21:00;22.7;1.2;100;24.5;26.1;25.8;0
2022-10-09T22:00;22.9;0.1;82;24.1;25.9;25.8;0
2022-10-09T23:00;22.9;1.1;100;23.8;25.7;25.8;0
2022-10-10T00:00;22.7;0.3;83;23.7;25.6;25.8;0
2022-10-10T01:00;22.2;0.9;100;23.5;25.4;25.8;0
2022-10-10T02:00;22.4;0.1;100;23.4;25.2;25.8;0
2022-10-10T03:00;22.4;0;100;23.3;25.1;25.8;0
2022-10-10T04:00;22.3;0.5;100;23.3;24.9;25.8;0
2022-10-10T05:00;22.1;1.3;100;23.2;24.8;25.8;0
2022-10-10T06:00;22.1;1.5;100;23.1;24.7;25.8;24.1
2022-10-10T07:00;23.1;0.3;46;23.8;24.8;25.8;112.5
2022-10-10T08:00;24.4;0.3;100;25;24.8;25.8;392.8
2022-10-10T09:00;24.8;0.3;100;25.4;24.9;25.8;296.2
2022-10-10T10:00;26.3;0.1;100;26.5;25;25.8;494.3
2022-10-10T11:00;27.5;0.1;69;27.4;25.2;25.8;552.1
2022-10-10T12:00;28.9;0.1;100;28.7;25.5;25.8;811.3
2022-10-10T13:00;27.1;2.6;100;28.2;25.8;25.8;373.3
2022-10-10T14:00;25.5;6.9;100;27;25.9;25.8;180.6
2022-10-10T15:00;25.4;0.5;95;26.2;26;25.8;78.4
2022-10-10T16:00;25.6;0.1;100;26.1;26;25.8;117
2022-10-10T17:00;25.2;0.2;100;25.7;26;25.8;26.4
2022-10-10T18:00;24.2;0.1;100;25.2;25.9;25.8;0
2022-10-10T19:00;24.3;0.1;67;26.2;26;25.8;0
2022-10-10T20:00;23.9;0;63;25.3;26;25.8;0
2022-10-10T21:00;23.6;0;66;24.7;25.9;25.8;0
2022-10-10T22:00;23.5;0;51;24.4;25.8;25.8;0
2022-10-10T23:00;22.8;0;100;24.1;25.6;25.8;0
2022-10-11T00:00;22.8;0;100;23.8;25.5;25.8;0
2022-10-11T01:00;23.5;0;100;23.9;25.3;25.8;0
2022-10-11T02:00;23.5;0.3;100;23.8;25.2;25.8;0
2022-10-11T03:00;23.4;0.1;100;23.8;25.1;25.8;0
2022-10-11T04:00;23.4;0.1;100;23.8;25;25.8;0
2022-10-11T05:00;23.5;0.3;100;23.8;24.9;25.8;0
2022-10-11T06:00;23.6;0.3;100;23.9;24.9;25.8;19.7
2022-10-11T07:00;24.5;0.1;100;24.7;24.7;25.8;106.5
2022-10-11T08:00;25.9;0.1;76;25.8;24.8;25.8;396.1
2022-10-11T09:00;27.5;0.1;100;27.1;25;25.8;594.4
2022-10-11T10:00;27.9;0.1;100;27.5;25.2;25.7;445.2
2022-10-11T11:00;24.6;6.2;78;26.7;25.4;25.7;321.1
2022-10-11T12:00;26.3;0.6;100;27.2;25.5;25.7;580.2
2022-10-11T13:00;27.3;0.9;100;27.9;25.7;25.7;543.6
2022-10-11T14:00;27;1.5;100;27.6;25.9;25.7;305.3
2022-10-11T15:00;26.7;0.2;100;27.3;26;25.8;263.5
2022-10-11T16:00;25.7;1.8;61;26.6;26.1;25.8;149.1
2022-10-11T17:00;25.5;0.1;58;26.1;26.1;25.8;58.7
2022-10-11T18:00;24.5;0;54;25.4;26.1;25.8;0
2022-10-11T19:00;24.5;0.1;51;25.3;26.1;25.8;0
2022-10-11T20:00;24;0;45;24.9;26;25.8;0
2022-10-11T21:00;23.8;0;42;24.5;25.9;25.8;0
2022-10-11T22:00;23.3;0;41;24.2;25.7;25.8;0
2022-10-11T23:00;23;0;38;24;25.6;25.8;0
2022-10-12T00:00;23;0;41;23.8;25.4;25.8;0
2022-10-12T01:00;22.6;0;62;23.6;25.3;25.8;0
2022-10-12T02:00;22.2;0;76;23.4;25.2;25.8;0
2022-10-12T03:00;22.2;0;82;23.2;25;25.8;0
2022-10-12T04:00;22.5;0;100;23.1;24.9;25.8;0
2022-10-12T05:00;23.4;0.5;100;23.3;24.7;25.7;0
2022-10-12T06:00;23.3;0.3;100;23.5;24.7;25.7;26.2
2022-10-12T07:00;22.2;1.3;100;23.5;24.6;25.7;116.3
2022-10-12T08:00;23.4;1.1;64;24.2;24.6;25.7;243.1
2022-10-12T09:00;25;0;100;25.3;24.6;25.7;430
2022-10-12T10:00;26.7;0.1;100;26.4;24.8;25.7;481.3
2022-10-12T11:00;26.3;0.2;72;26.7;24.9;25.7;396
2022-10-12T12:00;28;0.1;100;28;25.2;25.7;770.5
2022-10-12T13:00;26.4;2.1;82;27.5;25.4;25.7;462.2
2022-10-12T14:00;27.6;0.3;100;27.9;25.6;25.7;506.9
2022-10-12T15:00;26.3;1.2;75;27;25.8;25.7;245.4
2022-10-12T16:00;26.3;0.4;70;26.5;25.9;25.7;161.3
2022-10-12T17:00;25.3;0.7;93;25.8;25.9;25.7;46.7
2022-10-12T18:00;25.6;0;50;25.2;25.8;25.7;0
2022-10-12T19:00;25.8;0;56;25.7;25.7;25.7;0
2022-10-12T20:00;24.5;0;60;25;25.6;25.7;0
2022-10-12T21:00;23.4;0;45;24.5;25.5;25.7;0
2022-10-12T22:00;22.9;0;44;24.1;25.4;25.7;0
2022-10-12T23:00;22.9;0;47;23.7;25.3;25.7;0
2022-10-13T00:00;22.5;0.4;82;23.5;25.2;25.7;0
2022-10-13T01:00;22.5;2.2;100;23.3;25;25.7;0
2022-10-13T02:00;22.7;0.5;100;23.2;24.9;25.7;0
2022-10-13T03:00;22.7;0.1;76;23.2;24.8;25.7;0
2022-10-13T04:00;22.2;0.3;100;23;24.6;25.7;0
2022-10-13T05:00;22.4;0;56;23;24.5;25.7;0
2022-10-13T06:00;22.8;0;52;23;24.4;25.6;52.4
2022-10-13T07:00;24.3;0;81;23.5;24.4;25.6;256.1
2022-10-13T08:00;25.3;0.1;81;24.8;24.4;25.6;328.3
2022-10-13T09:00;26.7;0.2;71;26.1;24.5;25.6;608.4
2022-10-13T10:00;27.8;0.2;80;27.4;24.7;25.6;797.4
2022-10-13T11:00;28.4;0.1;100;28.3;25;25.6;802.1
2022-10-13T12:00;27.8;0.1;87;28.6;25.3;25.6;662.3
2022-10-13T13:00;27;1.4;100;28.1;25.6;25.6;494.7
2022-10-13T14:00;25;2.3;100;26.8;25.8;25.6;190.6
2022-10-13T15:00;25.7;0.3;100;26.4;25.8;25.6;224.7
2022-10-13T16:00;25.4;0;100;25.9;25.8;25.6;84.8
2022-10-13T17:00;25;0;100;25.5;25.8;25.6;18.4
2022-10-13T18:00;24.6;0.3;100;25.1;25.8;25.6;0
2022-10-13T19:00;24.8;0.1;100;25.9;25.7;25.6;0
2022-10-13T20:00;25.3;0.1;100;25.5;25.7;25.6;0
2022-10-13T21:00;24.3;0;78;25.1;25.7;25.6;0
2022-10-13T22:00;23.7;0;100;24.6;25.6;25.6;0
2022-10-13T23:00;24;0.1;100;24.4;25.5;25.6;0
2022-10-14T00:00;24.1;0.2;100;24.3;25.4;25.6;0
2022-10-14T01:00;23.9;0.1;100;24.2;25.3;25.6;0
2022-10-14T02:00;23.8;0.1;100;24.1;25.2;25.6;0
2022-10-14T03:00;23.1;0.1;100;23.9;25.1;25.6;0
2022-10-14T04:00;23.2;0;100;23.8;25;25.6;0
2022-10-14T05:00;23.1;0;100;23.7;24.9;25.6;0
2022-10-14T06:00;23.9;0;100;23.8;24.8;25.6;45.8
2022-10-14T07:00;25.1;0.1;46;24.5;24.7;25.6;177.9
2022-10-14T08:00;26.2;0.2;67;25.6;24.8;25.6;478.2
2022-10-14T09:00;26.9;0.3;81;26.7;24.9;25.6;607.1
2022-10-14T10:00;27.8;0.2;56;27.7;25.1;25.6;740.8
2022-10-14T11:00;28.2;0.2;34;28.6;25.4;25.6;838.9
2022-10-14T12:00;28.5;0.5;58;29.2;25.7;25.6;843.6
2022-10-14T13:00;28;0.5;51;29;26;25.6;642
2022-10-14T14:00;28.5;0;100;29.4;26.3;25.6;626.8
2022-10-14T15:00;27.2;0.1;100;28.5;26.5;25.6;233.3
2022-10-14T16:00;26.7;0;100;27.9;26.6;25.6;159.7
2022-10-14T17:00;26.2;0;100;27.1;26.6;25.6;26.8
2022-10-14T18:00;25.6;0;100;26.5;26.6;25.6;0
2022-10-14T19:00;25.4;0;86;26.8;26.4;25.6;0
2022-10-14T20:00;24.4;0;100;26;26.4;25.6;0
2022-10-14T21:00;25;0.1;100;25.7;26.3;25.6;0
2022-10-14T22:00;24.7;0.1;100;25.4;26.2;25.6;0
2022-10-14T23:00;24.7;0.1;100;25.1;26.1;25.6;0
2022-10-15T00:00;24.5;0.1;100;24.9;26;25.6;0
2022-10-15T01:00;24.2;0.3;100;24.7;25.9;25.7;0
2022-10-15T02:00;23.9;0.4;100;24.4;25.8;25.7;0
2022-10-15T03:00;23.8;0.3;86;24.2;25.7;25.7;0
2022-10-15T04:00;23.2;0.2;47;23.8;25.5;25.7;0
2022-10-15T05:00;24.1;0.2;59;23.6;25.4;25.7;0
2022-10-15T06:00;24.1;0.1;61;23.7;25.2;25.7;52.3
2022-10-15T07:00;25.5;0;70;25.3;25.3;25.6;238.2
2022-10-15T08:00;26.6;0.4;76;26;25.3;25.6;416.7
2022-10-15T09:00;27.3;0.3;100;26.7;25.4;25.6;537.7
2022-10-15T10:00;27.7;0.1;98;27.1;25.5;25.6;451.2
2022-10-15T11:00;28.5;0;63;28.1;25.7;25.6;662.4
2022-10-15T12:00;28.7;0.2;82;28.9;26;25.6;783.1
2022-10-15T13:00;28.4;0.3;78;29.2;26.2;25.7;682.1
2022-10-15T14:00;28.2;0.1;100;29;26.4;25.7;464.6
2022-10-15T15:00;27.6;0;100;28.5;26.6;25.7;250.5
2022-10-15T16:00;26.8;0;100;27.7;26.7;25.7;84.8
2022-10-15T17:00;26.4;0;100;27.1;26.7;25.7;23.3
2022-10-15T18:00;25.7;0;54;26.5;26.7;25.7;0
2022-10-15T19:00;26.1;0;47;26.8;26.7;25.7;0
2022-10-15T20:00;26.1;0;52;26;26.7;25.7;0
2022-10-15T21:00;25.8;0;43;25.4;26.6;25.7;0
2022-10-15T22:00;24.1;0;56;24.9;26.4;25.7;0
2022-10-15T23:00;23.5;0;60;24.7;26.3;25.7;0
2022-10-16T00:00;23;0;86;24.4;26.1;25.7;0
2022-10-16T01:00;23.3;0.1;100;24.3;26;25.7;0
2022-10-16T02:00;23.3;0.2;100;24.3;25.8;25.7;0
2022-10-16T03:00;22.9;0.2;100;24.1;25.7;25.7;0
2022-10-16T04:00;22.8;0.1;100;23.8;25.5;25.7;0
2022-10-16T05:00;22.7;0;100;23.7;25.4;25.7;0
2022-10-16T06:00;23.2;0.1;63;23.7;25.3;25.7;43.6
2022-10-16T07:00;25.6;0.1;67;24.5;25.3;25.7;253.2
2022-10-16T08:00;26.8;0.2;84;25.9;25.3;25.7;454.8
2022-10-16T09:00;27.3;0.1;55;27.1;25.4;25.7;587.7
2022-10-16T10:00;28.5;0;100;28.5;25.6;25.7;813.9
2022-10-16T11:00;29.2;0.1;100;29.1;25.9;25.7;718.7
2022-10-16T12:00;28.4;0.5;83;29.2;26.2;25.7;632.3
2022-10-16T13:00;28.6;0.1;100;29.7;26.4;25.7;744.2
2022-10-16T14:00;27.6;0;100;29.5;26.7;25.7;512.2
2022-10-16T15:00;27.3;0.1;72;28.9;26.8;25.7;296.1
2022-10-16T16:00;26.9;0.3;75;28.3;27;25.8;211.6
2022-10-16T17:00;26.3;0.1;91;27.5;27;25.8;62.5
2022-10-16T18:00;25.8;0.1;100;26.7;27;25.8;0
2022-10-16T19:00;25.3;0;63;27.6;27;25.8;0
2022-10-16T20:00;25.2;0.1;100;26.7;26.9;25.8;0
2022-10-16T21:00;25;0;100;26.2;26.9;25.8;0
2022-10-16T22:00;25;0.5;100;25.8;26.8;25.8;0
2022-10-16T23:00;24.3;0.1;100;25.4;26.6;25.8;0
2022-10-17T00:00;24.1;0;100;25.1;26.5;25.8;0
2022-10-17T01:00;24;0.1;100;24.9;26.4;25.8;0
2022-10-17T02:00;23.9;0.1;100;24.7;26.2;25.8;0
2022-10-17T03:00;23.8;0.1;97;24.6;26.1;25.8;0
2022-10-17T04:00;23.7;0.1;100;24.4;26;25.8;0
2022-10-17T05:00;23.9;0;100;24.4;25.8;25.8;0
2022-10-17T06:00;24.2;0.1;100;24.5;25.7;25.8;26.1
2022-10-17T07:00;25.2;0.1;94;25.4;25.6;25.8;169.9
2022-10-17T08:00;26.2;0;100;26.3;25.7;25.8;373
2022-10-17T09:00;26.8;0;100;26.9;25.7;25.8;389.1
2022-10-17T10:00;27.6;0.1;100;27.7;25.9;25.8;544.6
2022-10-17T11:00;26.9;1.1;100;27.8;26;25.8;498.2
2022-10-17T12:00;25.9;0.8;100;27.5;26.2;25.8;307.2
2022-10-17T13:00;26.9;0.5;100;27.6;26.3;25.8;428.5
2022-10-17T14:00;27.4;0.1;100;28;26.4;25.8;414.1
