latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
-7.486819,110.246185,378.0,0,GMT,GMT

time,temperature_2m (°C),rain (mm),cloud_cover (%),is_day (),sunshine_duration (s),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),terrestrial_radiation (W/m²),shortwave_radiation_instant (W/m²),direct_radiation_instant (W/m²),diffuse_radiation_instant (W/m²),direct_normal_irradiance_instant (W/m²),terrestrial_radiation_instant (W/m²)
2001-10-01T00:00,22.2,0.00,31,1,3600.00,164.0,81.0,83.0,302.8,365.1,239.5,118.3,121.2,302.8,533.1
2001-10-01T01:00,23.8,0.00,29,1,3600.00,392.0,265.0,127.0,524.6,689.4,476.4,322.0,154.3,524.6,837.8
2001-10-01T02:00,24.9,0.20,39,1,3600.00,587.0,436.0,151.0,615.1,967.5,658.9,489.4,169.5,615.1,1086.0
2001-10-01T03:00,25.6,0.00,34,1,3600.00,672.0,491.0,181.0,567.8,1180.2,717.9,524.6,193.4,567.8,1260.9
2001-10-01T04:00,26.6,0.00,43,1,3600.00,815.0,588.0,227.0,611.2,1313.2,838.1,604.7,233.4,611.2,1350.5
2001-10-01T05:00,26.3,0.00,97,1,3600.00,648.0,413.0,235.0,415.3,1357.3,643.9,410.4,233.5,415.3,1348.6
2001-10-01T06:00,24.8,0.10,45,1,3600.00,598.0,299.0,299.0,311.7,1309.5,573.3,286.7,286.7,311.7,1255.5
2001-10-01T07:00,24.8,0.20,51,1,3600.00,765.0,613.0,152.0,713.2,1173.2,702.6,563.0,139.6,713.2,1077.5
2001-10-01T08:00,24.9,1.10,67,1,3600.00,440.0,288.0,152.0,410.6,957.5,379.9,248.7,131.2,410.6,826.7
2001-10-01T09:00,23.9,1.50,98,1,3600.00,254.0,134.0,120.0,270.1,677.3,195.1,102.9,92.2,270.1,520.2
2001-10-01T10:00,22.9,0.40,100,1,0.00,68.0,15.0,53.0,58.3,351.5,34.6,7.6,27.0,58.3,178.9
2001-10-01T11:00,22.7,0.00,100,0,0.00,6.0,1.0,5.0,9.8,79.7,0.0,0.0,0.0,0.0,0.0
2001-10-01T12:00,22.4,0.00,100,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-01T13:00,22.3,0.00,100,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-01T14:00,22.3,0.30,84,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-01T15:00,22.4,0.00,87,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-01T16:00,22.0,0.00,64,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-01T17:00,21.9,0.00,55,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-01T18:00,21.6,0.00,40,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-01T19:00,21.0,0.00,41,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-01T20:00,20.8,0.00,60,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-01T21:00,21.1,0.00,74,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-01T22:00,21.0,0.00,70,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-01T23:00,21.2,0.00,64,1,0.00,14.0,3.0,11.0,27.8,88.1,31.1,6.7,24.4,46.5,195.8
2001-10-02T00:00,22.1,0.00,55,1,3600.00,141.0,66.0,75.0,244.9,368.1,205.4,96.1,109.2,244.9,536.1
2001-10-02T01:00,23.1,0.00,56,1,3600.00,365.0,226.0,139.0,445.8,692.3,443.2,274.4,168.8,445.8,840.6
2001-10-02T02:00,24.6,0.00,51,1,3600.00,656.0,520.0,136.0,732.0,970.1,736.1,583.5,152.6,732.0,1088.5
2001-10-02T03:00,25.2,0.10,52,1,3600.00,720.0,527.0,193.0,608.6,1182.5,769.0,562.9,206.1,608.6,1263.0
2001-10-02T04:00,26.4,0.00,53,1,3600.00,760.0,545.0,215.0,566.0,1315.1,781.4,560.4,221.1,566.0,1352.1
2001-10-02T05:00,23.7,0.60,58,1,3600.00,687.0,482.0,205.0,484.5,1358.7,682.5,478.8,203.7,484.5,1349.8
2001-10-02T06:00,24.8,0.40,76,1,3600.00,555.0,378.0,177.0,394.0,1310.5,532.0,362.4,169.7,394.0,1256.2
2001-10-02T07:00,23.9,0.70,58,1,3600.00,486.0,303.0,183.0,352.6,1173.7,446.3,278.2,168.0,352.6,1077.8
2001-10-02T08:00,23.2,0.40,100,1,3600.00,264.0,130.0,134.0,185.4,957.6,227.9,112.2,115.7,185.4,826.6
2001-10-02T09:00,23.4,0.20,100,1,3600.00,265.0,162.0,103.0,326.8,677.0,203.5,124.4,79.1,326.8,519.8
2001-10-02T10:00,22.9,0.50,84,1,1935.51,90.0,32.0,58.0,124.5,351.0,45.7,16.3,29.5,124.5,178.4
2001-10-02T11:00,22.0,0.70,100,0,0.00,7.0,0.0,7.0,0.0,79.4,0.0,0.0,0.0,0.0,0.0
2001-10-02T12:00,21.8,0.20,99,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-02T13:00,21.7,0.00,99,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-02T14:00,21.7,0.00,100,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-02T15:00,21.6,0.00,100,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-02T16:00,21.4,0.00,100,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-02T17:00,21.0,0.00,88,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-02T18:00,21.0,0.10,95,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-02T19:00,21.0,0.30,100,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-02T20:00,21.1,0.20,100,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-02T21:00,21.2,0.00,100,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-02T22:00,21.2,0.00,97,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-02T23:00,21.3,0.00,87,1,0.00,13.0,3.0,10.0,27.5,89.6,28.8,6.7,22.2,45.7,198.8
2001-10-03T00:00,22.1,0.00,74,1,3600.00,131.0,49.0,82.0,180.4,371.0,190.3,71.2,119.1,180.4,539.0
2001-10-03T01:00,23.6,0.00,65,1,3600.00,352.0,234.0,118.0,460.0,695.2,427.0,283.9,143.2,460.0,843.3
2001-10-03T02:00,24.7,0.00,61,1,3600.00,558.0,395.0,163.0,554.9,972.7,625.8,443.0,182.8,554.9,1091.0
2001-10-03T03:00,26.2,0.00,76,1,3600.00,777.0,548.0,229.0,632.0,1184.8,829.7,585.1,244.5,632.0,1265.0
2001-10-03T04:00,26.5,0.00,81,1,3600.00,775.0,480.0,295.0,498.1,1316.9,796.7,493.4,303.3,498.1,1353.7
2001-10-03T05:00,26.5,0.10,66,1,3600.00,904.0,713.0,191.0,716.4,1360.1,897.9,708.2,189.7,716.4,1350.9
2001-10-03T06:00,25.5,0.80,77,1,3600.00,847.0,695.0,152.0,724.3,1311.4,811.8,666.1,145.7,724.3,1256.9
2001-10-03T07:00,25.0,0.60,92,1,3600.00,597.0,446.0,151.0,519.1,1174.1,548.1,409.5,138.6,519.1,1078.0
2001-10-03T08:00,24.3,5.70,88,1,3600.00,490.0,303.0,187.0,432.4,957.6,422.9,261.5,161.4,432.4,826.4
2001-10-03T09:00,23.6,1.40,74,1,3600.00,273.0,150.0,123.0,302.9,676.7,209.5,115.1,94.4,302.9,519.4
2001-10-03T10:00,22.7,0.00,24,1,3600.00,106.0,61.0,45.0,237.8,350.5,53.8,30.9,22.8,237.8,177.8
2001-10-03T11:00,22.1,0.00,44,0,0.00,12.0,4.0,8.0,39.5,79.1,0.0,0.0,0.0,0.0,0.0
2001-10-03T12:00,21.8,0.00,63,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-03T13:00,21.5,0.00,88,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-03T14:00,21.8,0.00,100,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-03T15:00,21.8,0.20,100,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-03T16:00,21.8,0.20,100,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-03T17:00,21.7,0.40,79,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-03T18:00,21.3,0.40,70,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-03T19:00,21.2,0.20,77,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-03T20:00,21.1,0.00,59,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-03T21:00,21.0,0.00,65,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-03T22:00,20.7,0.20,70,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-03T23:00,20.8,0.00,55,1,0.00,15.0,4.0,11.0,36.3,91.2,33.2,8.9,24.4,60.0,201.8
2001-10-04T00:00,22.4,0.00,64,1,3600.00,131.0,69.0,62.0,252.2,374.0,189.8,100.0,89.8,252.2,542.0
2001-10-04T01:00,23.2,0.00,59,1,3600.00,260.0,108.0,152.0,211.6,698.0,315.2,130.9,184.2,211.6,846.0
2001-10-04T02:00,25.1,0.00,36,1,3600.00,537.0,373.0,164.0,522.9,975.3,602.0,418.2,183.9,522.9,1093.4
2001-10-04T03:00,26.6,0.00,45,1,3600.00,759.0,515.0,244.0,593.2,1187.0,810.2,549.7,260.5,593.2,1267.0
2001-10-04T04:00,26.4,0.20,58,1,3600.00,661.0,386.0,275.0,400.2,1318.6,679.3,396.7,282.6,400.2,1355.3
2001-10-04T05:00,25.8,0.90,98,1,3600.00,555.0,344.0,211.0,345.5,1361.4,551.2,341.6,209.5,345.5,1352.0
2001-10-04T06:00,24.6,1.30,100,1,3600.00,555.0,327.0,228.0,340.7,1312.2,531.9,313.4,218.5,340.7,1257.5
2001-10-04T07:00,24.8,8.00,99,1,3600.00,439.0,229.0,210.0,266.6,1174.5,403.0,210.2,192.8,266.6,1078.2
2001-10-04T08:00,23.9,8.10,100,1,3600.00,384.0,174.0,210.0,248.5,957.6,331.3,150.1,181.2,248.5,826.3
2001-10-04T09:00,22.9,1.20,100,1,747.26,138.0,42.0,96.0,84.9,676.4,105.9,32.2,73.7,84.9,519.0
2001-10-04T10:00,22.2,0.50,100,1,0.00,39.0,14.0,25.0,54.7,350.0,19.7,7.1,12.7,54.7,177.2
2001-10-04T11:00,22.0,0.40,100,0,0.00,5.0,1.0,4.0,9.9,78.8,0.0,0.0,0.0,0.0,0.0
2001-10-04T12:00,21.8,0.40,100,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-04T13:00,21.7,0.40,85,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-04T14:00,21.6,0.20,73,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-04T15:00,21.4,0.00,71,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-04T16:00,21.1,0.00,71,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-04T17:00,21.0,0.10,74,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-04T18:00,21.2,0.40,68,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-04T19:00,20.9,0.10,100,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-04T20:00,21.0,0.20,100,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-04T21:00,21.1,0.20,100,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-04T22:00,21.2,0.10,77,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-04T23:00,21.3,0.00,67,1,0.00,11.0,2.0,9.0,18.0,92.6,24.3,4.4,19.9,29.5,204.8
2001-10-05T00:00,22.4,0.00,45,1,1465.95,96.0,30.0,66.0,108.9,377.0,138.8,43.4,95.4,108.9,544.8
2001-10-05T01:00,23.5,0.00,33,1,3600.00,290.0,138.0,152.0,269.4,700.7,351.2,167.1,184.1,269.4,848.7
2001-10-05T02:00,25.6,0.00,19,1,3600.00,544.0,353.0,191.0,493.9,977.8,609.6,395.6,214.0,493.9,1095.7
2001-10-05T03:00,26.8,0.00,10,1,3600.00,790.0,603.0,187.0,693.7,1189.1,843.1,643.5,199.6,693.7,1269.0
2001-10-05T04:00,27.6,0.00,22,1,3600.00,997.0,878.0,119.0,909.7,1320.4,1024.5,902.2,122.3,909.7,1356.7
2001-10-05T05:00,27.6,0.00,30,1,3600.00,902.0,751.0,151.0,754.0,1362.6,895.6,745.7,149.9,754.0,1353.0
2001-10-05T06:00,27.7,0.00,47,1,3600.00,929.0,779.0,150.0,811.7,1313.0,890.1,746.4,143.7,811.7,1258.0
2001-10-05T07:00,27.0,0.00,67,1,3600.00,665.0,521.0,144.0,606.8,1174.8,610.4,478.2,132.2,606.8,1078.3
2001-10-05T08:00,26.1,0.00,100,1,3600.00,396.0,219.0,177.0,312.9,957.6,341.6,188.9,152.7,312.9,826.1
2001-10-05T09:00,24.0,0.00,100,1,3600.00,239.0,126.0,113.0,255.0,676.1,183.3,96.6,86.7,255.0,518.5
2001-10-05T10:00,23.3,0.00,100,1,3600.00,118.0,53.0,65.0,207.5,349.5,59.6,26.8,32.9,207.5,176.7
2001-10-05T11:00,22.8,0.20,100,0,0.00,6.0,1.0,5.0,9.9,78.5,0.0,0.0,0.0,0.0,0.0
2001-10-05T12:00,22.5,0.20,100,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-05T13:00,22.4,0.20,100,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-05T14:00,22.2,0.40,100,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-05T15:00,22.1,0.60,100,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-05T16:00,22.0,0.50,100,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-05T17:00,21.9,0.40,100,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-05T18:00,21.9,0.20,100,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-05T19:00,22.0,0.30,95,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-05T20:00,21.9,0.10,94,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-05T21:00,21.8,0.00,86,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-05T22:00,21.6,0.10,83,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-05T23:00,21.8,0.10,87,1,0.00,12.0,3.0,9.0,26.7,94.1,26.5,6.6,19.9,43.6,207.8
2001-10-06T00:00,22.7,0.10,81,1,2091.32,82.0,36.0,46.0,129.7,379.9,118.2,51.9,66.3,129.7,547.7
2001-10-06T01:00,22.7,0.00,76,1,1760.63,139.0,61.0,78.0,118.7,703.5,168.2,73.8,94.4,118.7,851.3
2001-10-06T02:00,23.8,0.00,66,1,3600.00,322.0,175.0,147.0,244.4,980.2,360.7,196.0,164.7,244.4,1098.0
2001-10-06T03:00,24.1,0.00,89,1,3600.00,391.0,229.0,162.0,263.2,1191.2,417.2,244.3,172.8,263.2,1270.8
2001-10-06T04:00,24.7,0.10,66,1,3600.00,489.0,282.0,207.0,292.0,1322.0,502.4,289.7,212.7,292.0,1358.1
2001-10-06T05:00,25.0,0.70,57,1,3529.91,425.0,177.0,248.0,177.7,1363.8,421.9,175.7,246.2,177.7,1353.9
2001-10-06T06:00,25.4,0.00,29,1,3600.00,546.0,338.0,208.0,352.2,1313.7,523.1,323.8,199.3,352.2,1258.5
2001-10-06T07:00,24.2,0.40,43,1,3600.00,510.0,272.0,238.0,316.9,1175.1,468.0,249.6,218.4,316.9,1078.4
2001-10-06T08:00,23.9,1.10,48,1,3600.00,476.0,299.0,177.0,427.5,957.5,410.5,257.9,152.7,427.5,825.9
2001-10-06T09:00,23.5,2.90,100,1,3600.00,281.0,169.0,112.0,342.4,675.7,215.4,129.6,85.9,342.4,518.1
2001-10-06T10:00,23.0,2.40,100,1,82.97,43.0,16.0,27.0,62.8,349.0,21.7,8.1,13.6,62.8,176.1
2001-10-06T11:00,22.7,1.40,100,0,0.00,5.0,1.0,4.0,9.9,78.2,0.0,0.0,0.0,0.0,0.0
2001-10-06T12:00,22.5,0.50,100,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-06T13:00,21.6,0.20,100,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-06T14:00,21.3,0.00,81,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-06T15:00,21.0,0.00,56,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-06T16:00,20.9,0.00,49,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-06T17:00,20.3,0.20,54,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-06T18:00,20.2,0.20,85,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-06T19:00,21.1,0.00,100,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-06T20:00,20.8,0.10,100,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-06T21:00,20.5,0.20,100,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-06T22:00,20.2,0.40,100,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-06T23:00,20.5,0.40,78,1,0.00,12.0,4.0,8.0,35.3,95.6,26.5,8.8,17.6,57.3,210.7
2001-10-07T00:00,22.7,0.60,82,1,3600.00,94.0,57.0,37.0,204.0,382.8,135.2,82.0,53.2,204.0,550.5
2001-10-07T01:00,23.6,0.60,66,1,760.06,137.0,44.0,93.0,85.3,706.2,165.7,53.2,112.4,85.3,853.8
2001-10-07T02:00,24.3,0.40,66,1,708.97,233.0,60.0,173.0,83.6,982.6,260.9,67.2,193.7,83.6,1100.2
2001-10-07T03:00,24.8,0.20,64,1,954.93,244.0,80.0,164.0,91.8,1193.2,260.2,85.3,174.9,91.8,1272.6
2001-10-07T04:00,25.5,0.00,62,1,900.88,342.0,87.0,255.0,90.0,1323.6,351.3,89.4,261.9,90.0,1359.5
2001-10-07T05:00,25.1,0.10,68,1,2234.10,350.0,134.0,216.0,134.5,1364.9,347.4,133.0,214.4,134.5,1354.8
2001-10-07T06:00,25.6,0.20,62,1,3600.00,484.0,179.0,305.0,186.5,1314.3,463.6,171.5,292.2,186.5,1259.0
2001-10-07T07:00,24.1,0.70,57,1,2884.86,355.0,134.0,221.0,156.2,1175.4,325.7,123.0,202.8,156.2,1078.5
2001-10-07T08:00,25.0,0.60,52,1,3600.00,499.0,328.0,171.0,469.3,957.4,430.3,282.8,147.5,469.3,825.6
2001-10-07T09:00,24.6,1.20,71,1,3600.00,342.0,211.0,131.0,427.9,675.4,262.1,161.7,100.4,427.9,517.6
2001-10-07T10:00,23.5,0.50,76,1,3600.00,105.0,50.0,55.0,196.5,348.5,52.9,25.2,27.7,196.5,175.6
2001-10-07T11:00,23.0,0.20,84,0,0.00,9.0,1.0,8.0,10.0,77.9,0.0,0.0,0.0,0.0,0.0
2001-10-07T12:00,22.2,0.20,74,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-07T13:00,21.9,0.20,82,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-07T14:00,22.0,0.20,64,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-07T15:00,22.0,0.30,90,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-07T16:00,21.4,0.30,70,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-07T17:00,21.1,0.20,50,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-07T18:00,21.1,0.00,48,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-07T19:00,20.9,0.00,64,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-07T20:00,20.8,0.00,73,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-07T21:00,20.7,0.10,80,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-07T22:00,20.8,0.10,75,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-07T23:00,20.8,0.10,89,1,0.00,14.0,4.0,10.0,35.0,97.0,30.8,8.8,22.0,56.5,213.6
2001-10-08T00:00,22.5,0.00,54,1,3600.00,128.0,57.0,71.0,202.6,385.6,183.6,81.8,101.9,202.6,553.2
2001-10-08T01:00,23.1,0.10,42,1,3600.00,337.0,216.0,121.0,417.6,708.8,407.2,261.0,146.2,417.6,856.3
2001-10-08T02:00,24.5,0.00,53,1,3600.00,554.0,400.0,154.0,556.6,984.9,620.0,447.7,172.4,556.6,1102.3
2001-10-08T03:00,25.4,0.00,49,1,3600.00,689.0,525.0,164.0,602.0,1195.1,734.7,559.8,174.9,602.0,1274.3
2001-10-08T04:00,26.2,0.10,50,1,3600.00,827.0,586.0,241.0,606.1,1325.1,849.3,601.8,247.5,606.1,1360.8
2001-10-08T05:00,24.6,3.50,86,1,3600.00,581.0,393.0,188.0,394.3,1365.9,576.6,390.0,186.6,394.3,1355.7
2001-10-08T06:00,25.2,5.80,88,1,3600.00,678.0,445.0,233.0,463.8,1314.9,649.3,426.2,223.2,463.8,1259.4
2001-10-08T07:00,25.7,2.90,51,1,3600.00,530.0,376.0,154.0,438.4,1175.6,486.2,345.0,141.3,438.4,1078.5
2001-10-08T08:00,25.6,4.70,66,1,3600.00,458.0,282.0,176.0,403.7,957.3,394.9,243.1,151.7,403.7,825.4
2001-10-08T09:00,24.5,0.60,64,1,3600.00,252.0,113.0,139.0,229.4,675.0,193.1,86.6,106.5,229.4,517.2
2001-10-08T10:00,23.0,0.70,64,1,0.00,88.0,13.0,75.0,51.2,348.0,44.3,6.5,37.7,51.2,175.1
2001-10-08T11:00,22.3,1.00,74,0,0.00,8.0,2.0,6.0,20.0,77.7,0.0,0.0,0.0,0.0,0.0
2001-10-08T12:00,21.9,0.70,48,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-08T13:00,21.3,0.00,33,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-08T14:00,21.4,0.00,61,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-08T15:00,21.4,0.00,58,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-08T16:00,21.0,0.00,65,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-08T17:00,20.3,0.00,68,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-08T18:00,20.1,0.00,78,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-08T19:00,20.2,0.00,83,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-08T20:00,19.8,0.00,95,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-08T21:00,19.7,0.00,100,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-08T22:00,19.6,0.00,100,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-08T23:00,20.0,0.00,100,1,0.00,21.0,5.0,16.0,43.4,98.5,46.2,11.0,35.2,69.6,216.5
2001-10-09T00:00,21.5,0.00,92,1,3600.00,151.0,59.0,92.0,208.3,388.4,216.1,84.5,131.7,208.3,555.9
2001-10-09T01:00,23.2,0.00,25,1,3600.00,394.0,263.0,131.0,506.9,711.3,475.6,317.5,158.1,506.9,858.7
2001-10-09T02:00,24.2,0.00,23,1,3600.00,503.0,343.0,160.0,476.4,987.1,562.7,383.7,179.0,476.4,1104.4
2001-10-09T03:00,25.2,0.20,44,1,3600.00,818.0,683.0,135.0,782.4,1197.0,872.0,728.1,143.9,782.4,1276.0
2001-10-09T04:00,25.4,0.00,53,1,3600.00,883.0,733.0,150.0,757.7,1326.5,906.6,752.6,154.0,757.7,1362.0
2001-10-09T05:00,24.7,0.60,86,1,3600.00,799.0,521.0,278.0,522.6,1366.9,792.9,517.0,275.9,522.6,1356.4
2001-10-09T06:00,24.7,2.50,63,1,3600.00,559.0,389.0,170.0,405.5,1315.5,535.3,372.5,162.8,405.5,1259.7
2001-10-09T07:00,24.9,0.50,74,1,3600.00,660.0,536.0,124.0,625.2,1175.7,605.4,491.7,113.7,625.2,1078.5
2001-10-09T08:00,24.1,0.40,56,1,3600.00,508.0,387.0,121.0,554.5,957.2,437.9,333.6,104.3,554.5,825.1
2001-10-09T09:00,24.0,0.20,76,1,3600.00,295.0,194.0,101.0,394.3,674.7,226.0,148.6,77.4,394.3,516.8
