2023/01/02, 75.0789142170129
2023/01/14, 74.90815295227786
2023/01/22, 74.90096804632827
2023/01/30, 74.81391093590585
2023/02/08, 74.8062470362263
2023/02/15, 74.80049911146662
2023/02/21, 74.79475118670696
2023/02/27, 74.86935446015012
2023/03/04, 74.9449157210532
2023/03/11, 75.01904000076638
2023/03/18, 75.25195070196531
2023/03/28, 75.40355221750147
2023/04/05, 75.55611172049758
2023/04/12, 75.62975700648079
2023/04/20, 75.70292329873402
2023/04/28, 75.69573839278443
2023/05/03, 75.61155524474185
2023/05/14, 75.28248655225103
2023/05/22, 75.03520603915294
2023/05/28, 74.79032049470473
2023/06/05, 74.54399796906658
2023/06/13, 74.2178032389556
2023/06/22, 73.81029932318187
2023/06/28, 73.56493478500366
2023/07/05, 73.39944245129831
2023/07/13, 73.23299213013301
2023/07/22, 73.14497703225065
2023/07/30, 73.13827112003104
2023/08/06, 73.05217199706857
2023/08/12, 72.96655186783605
2023/08/20, 72.80010154667076
2023/08/28, 72.63317223177549
2023/09/08, 72.70298556791892
2023/09/16, 72.856024064645
2023/09/24, 73.00906256137108
2023/09/29, 73.164496026747
2023/10/05, 73.39884370913585
2023/10/11, 73.71258460226755
2023/10/17, 74.02680448912923
2023/10/25, 74.49933180374668
2023/11/03, 74.81115672195851
2023/11/09, 75.04502541061737
2023/11/15, 75.19950088853338
2023/11/23, 75.19231598258379
2023/12/03, 75.10430088470142
2023/12/13, 75.09520000383195
2023/12/23, 74.92683370774677
2023/12/29, 74.84121357851426
