latitude;;longitude;elevation;utc_offset_seconds;timezone;timezone_abbreviation;;
-7.768014;;110.39183;110;25200;Asia/Bangkok;7;;
;;;;;;;;
time;;temperature_2m (°C);relative_humidity_2m (%);rain (mm);shortwave_radiation_instant (W/m²);sunshine_duration (s);;
17/03/2020;18:00;26;91;1.9;0;0;;
17/03/2020;19:00;25.8;93;0.1;0;0;;
17/03/2020;20:00;25.7;93;0.3;0;0;;
17/03/2020;21:00;25.6;93;0.1;0;0;;
17/03/2020;22:00;25.2;92;0.2;0;0;;
17/03/2020;23:00;24.6;93;0.1;0;0;;
18/03/2020;00:00;24;96;0;0;0;;
18/03/2020;01:00;23.9;95;0;0;0;;
18/03/2020;02:00;23.5;95;0;0;0;;
18/03/2020;03:00;23.4;95;0;0;0;;
18/03/2020;04:00;23.1;95;0;0;0;;
18/03/2020;05:00;23;95;0;0;0;;
18/03/2020;06:00;23.1;95;0;7.9;0;;
18/03/2020;07:00;24.7;91;0;190.3;3426.42;;
18/03/2020;08:00;25.9;88;0.1;346.1;3600;;
18/03/2020;09:00;26.7;86;0.2;436.3;3600;;
18/03/2020;10:00;27.3;84;0.3;474.3;3600;;
18/03/2020;11:00;28.6;80;0.1;716.3;3600;;
18/03/2020;12:00;29.4;76;0.2;639.4;3600;;
18/03/2020;13:00;29.9;72;0.1;535;3045.9;;
18/03/2020;14:00;28.8;76;5.3;404;1029.65;;
18/03/2020;15:00;27;84;5;233.5;0;;
18/03/2020;16:00;26.9;84;0.1;138.7;0;;
18/03/2020;17:00;26.5;86;0.1;73.6;46.05;;
18/03/2020;18:00;25.5;92;0;0;0;;
18/03/2020;19:00;26.2;88;0;0;0;;
18/03/2020;20:00;25.3;94;0;0;0;;
18/03/2020;21:00;24.6;97;0;0;0;;
18/03/2020;22:00;24.6;95;0;0;0;;
18/03/2020;23:00;23.9;96;0;0;0;;
19/03/2020;00:00;23.9;96;0;0;0;;
19/03/2020;01:00;24.7;90;0;0;0;;
19/03/2020;02:00;23.4;94;0;0;0;;
19/03/2020;03:00;23.7;92;0;0;0;;
19/03/2020;04:00;23.6;92;0;0;0;;
19/03/2020;05:00;22.8;95;0;0;0;;
19/03/2020;06:00;23.1;94;0;7.9;0;;
19/03/2020;07:00;25;89;0;166.8;3431.02;;
19/03/2020;08:00;26.5;84;0;371.2;3600;;
19/03/2020;09:00;27.8;82;0;603.4;3600;;
19/03/2020;10:00;29.1;81;0.1;841.2;3600;;
19/03/2020;11:00;29.7;75;0.2;763;3600;;
19/03/2020;12:00;30;70;0.2;681.4;3600;;
19/03/2020;13:00;26.9;84;3.6;522.3;3600;;
19/03/2020;14:00;26.9;85;0.1;321.1;1034.19;;
19/03/2020;15:00;26.2;85;4.7;145.3;0;;
19/03/2020;16:00;25.2;91;3;78.5;0;;
19/03/2020;17:00;25;91;1;41.9;0;;
19/03/2020;18:00;24.8;93;0.8;0;0;;
19/03/2020;19:00;24.9;95;0.8;0;0;;
19/03/2020;20:00;24.9;96;1;0;0;;
19/03/2020;21:00;24.6;96;0.3;0;0;;
19/03/2020;22:00;24.4;97;0.5;0;0;;
19/03/2020;23:00;24.3;98;0.4;0;0;;
20/03/2020;00:00;24;99;0.1;0;0;;
20/03/2020;01:00;23.6;99;0.1;0;0;;
20/03/2020;02:00;23.5;98;0.1;0;0;;
20/03/2020;03:00;23.3;97;0;0;0;;
20/03/2020;04:00;23.1;98;0;0;0;;
20/03/2020;05:00;22.9;98;0;0;0;;
20/03/2020;06:00;23.1;97;0;7.9;0;;
20/03/2020;07:00;24.8;91;0;186.6;3435.88;;
20/03/2020;08:00;26.3;84;0;453.2;3600;;
20/03/2020;09:00;27.4;79;0;615.9;3600;;
20/03/2020;10:00;28.5;74;0;783.7;3600;;
20/03/2020;11:00;29.1;72;0;714;3600;;
20/03/2020;12:00;29.6;71;0;794.7;3600;;
20/03/2020;13:00;30.1;71;0;698.5;3600;;
20/03/2020;14:00;29.6;73;0.9;653.1;3600;;
20/03/2020;15:00;27.9;83;3.9;395.3;3600;;
20/03/2020;16:00;26;90;10;128;0;;
20/03/2020;17:00;25.3;95;6.6;23.3;0;;
20/03/2020;18:00;25;96;9.6;0;0;;
20/03/2020;19:00;24.5;95;23.7;0;0;;
20/03/2020;20:00;24.3;95;12.1;0;0;;
20/03/2020;21:00;24.1;96;24.6;0;0;;
20/03/2020;22:00;24.1;96;28.4;0;0;;
20/03/2020;23:00;24.1;96;16.6;0;0;;
21/03/2020;00:00;24;97;2.7;0;0;;
21/03/2020;01:00;23.9;95;1;0;0;;
21/03/2020;02:00;23.6;96;0.1;0;0;;
21/03/2020;03:00;23.4;96;0;0;0;;
21/03/2020;04:00;23.2;96;0;0;0;;
21/03/2020;05:00;23.2;96;0;0;0;;
21/03/2020;06:00;23.4;94;0;5.2;0;;
21/03/2020;07:00;24.6;93;0;113.2;1958.09;;
21/03/2020;08:00;26.1;85;0;402.6;3600;;
21/03/2020;09:00;27.6;79;0;665;3600;;
21/03/2020;10:00;28.8;75;0;850.7;3600;;
21/03/2020;11:00;29.5;73;0;911.3;3600;;
21/03/2020;12:00;30.3;72;0;893.9;3600;;
21/03/2020;13:00;29.1;76;2.4;623.7;3600;;
21/03/2020;14:00;29.4;77;0.2;652;3600;;
21/03/2020;15:00;29.6;77;0;518.2;3600;;
21/03/2020;16:00;28.8;76;0.2;287.6;3600;;
21/03/2020;17:00;27.7;82;0.2;67.1;2343.6;;
21/03/2020;18:00;26.4;91;0;0;0;;
21/03/2020;19:00;26.7;87;0;0;0;;
21/03/2020;20:00;26.1;92;0;0;0;;
21/03/2020;21:00;25.9;93;0.2;0;0;;
21/03/2020;22:00;25.7;92;0.5;0;0;;
21/03/2020;23:00;25.1;93;1.7;0;0;;
22/03/2020;00:00;24.6;95;1.7;0;0;;
22/03/2020;01:00;24.3;97;0.1;0;0;;
22/03/2020;02:00;23.7;99;0.1;0;0;;
22/03/2020;03:00;23.5;96;0.1;0;0;;
22/03/2020;04:00;23.5;97;0;0;0;;
22/03/2020;05:00;23;98;0;0;0;;
22/03/2020;06:00;23;98;0;7.9;0;;
22/03/2020;07:00;25.3;91;0;179.7;3446.2;;
22/03/2020;08:00;26.7;87;0;425.2;3600;;
22/03/2020;09:00;28.2;81;0;667.2;3600;;
22/03/2020;10:00;29.1;76;0.1;743.5;3600;;
22/03/2020;11:00;29.5;74;0.1;791.7;3600;;
22/03/2020;12:00;30.2;72;0.1;854.6;3600;;
22/03/2020;13:00;30.6;71;0.3;826;3600;;
22/03/2020;14:00;30.1;73;0.7;751.2;3600;;
22/03/2020;15:00;28;82;1.9;381.7;3600;;
22/03/2020;16:00;26.9;86;0.5;208.3;3349.58;;
22/03/2020;17:00;26;91;0;60.7;0;;
22/03/2020;18:00;25.2;95;0;0;0;;
22/03/2020;19:00;25.4;95;0;0;0;;
22/03/2020;20:00;25.8;91;0.8;0;0;;
22/03/2020;21:00;24.7;96;3.1;0;0;;
22/03/2020;22:00;24.5;94;3.1;0;0;;
22/03/2020;23:00;24;94;1.8;0;0;;
23/03/2020;00:00;23.7;96;0;0;0;;
23/03/2020;01:00;23.3;98;0;0;0;;
23/03/2020;02:00;23.5;97;0;0;0;;
23/03/2020;03:00;23.4;98;0;0;0;;
23/03/2020;04:00;23.1;100;0;0;0;;
23/03/2020;05:00;22.9;99;0.1;0;0;;
23/03/2020;06:00;23;98;0.1;5.2;0;;
23/03/2020;07:00;24.9;91;0;171.2;3451.56;;
23/03/2020;08:00;26.1;86;0;358.2;3600;;
23/03/2020;09:00;27.3;82;0;572.1;3600;;
23/03/2020;10:00;28.6;79;0;774.7;3600;;
23/03/2020;11:00;29.3;77;0.1;842.5;3600;;
23/03/2020;12:00;29.5;77;0.3;659.9;3600;;
23/03/2020;13:00;27;81;10.2;481.2;3600;;
23/03/2020;14:00;26;87;6.3;108.7;0;;
23/03/2020;15:00;25.5;90;1.4;115.1;0;;
23/03/2020;16:00;25.6;91;0.4;74.9;0;;
23/03/2020;17:00;24.9;93;1.3;35.1;0;;
23/03/2020;18:00;24.7;95;0.2;0;0;;
23/03/2020;19:00;24.1;97;0;0;0;;
23/03/2020;20:00;24.2;96;0;0;0;;
23/03/2020;21:00;24.2;95;0;0;0;;
23/03/2020;22:00;23.8;95;0;0;0;;
23/03/2020;23:00;23.4;95;0;0;0;;
24/03/2020;00:00;23.5;94;0;0;0;;
24/03/2020;01:00;23.9;90;0;0;0;;
24/03/2020;02:00;23.9;89;0;0;0;;
24/03/2020;03:00;23.1;91;0;0;0;;
24/03/2020;04:00;22.9;92;0;0;0;;
24/03/2020;05:00;22.7;93;0;0;0;;
24/03/2020;06:00;23.3;92;0;7.8;0;;
24/03/2020;07:00;25.3;87;0;191;3456.98;;
24/03/2020;08:00;26.4;85;0;419.9;3600;;
24/03/2020;09:00;27.5;82;0;608.6;3600;;
24/03/2020;10:00;28.7;77;0;733.5;3600;;
24/03/2020;11:00;29.8;73;0.1;894.3;3600;;
24/03/2020;12:00;29.9;73;0.2;782.1;3600;;
24/03/2020;13:00;29.3;78;1.7;625.3;3600;;
24/03/2020;14:00;27.6;83;4.1;346.6;651.18;;
24/03/2020;15:00;27;83;2.1;166.9;0;;
24/03/2020;16:00;26.7;84;1.7;201.4;2561.82;;
24/03/2020;17:00;25.9;88;0.7;59.5;0;;
24/03/2020;18:00;25.1;94;1.9;0;0;;
24/03/2020;19:00;24.5;91;0.1;0;0;;
24/03/2020;20:00;24.7;89;0;0;0;;
24/03/2020;21:00;25;87;0;0;0;;
24/03/2020;22:00;24.5;91;0.2;0;0;;
24/03/2020;23:00;24.2;95;0.8;0;0;;
25/03/2020;00:00;23.9;97;0.4;0;0;;
25/03/2020;01:00;23.8;95;0;0;0;;
25/03/2020;02:00;23.7;95;0;0;0;;
25/03/2020;03:00;23.9;93;0;0;0;;
25/03/2020;04:00;23.4;95;0;0;0;;
25/03/2020;05:00;23;96;0;0;0;;
25/03/2020;06:00;23.7;93;0;7.8;0;;
25/03/2020;07:00;25;90;0;172.5;3462.42;;
25/03/2020;08:00;26.6;84;0;462.7;3600;;
25/03/2020;09:00;27.9;80;0;682.8;3600;;
25/03/2020;10:00;29.1;74;0;845.9;3600;;
25/03/2020;11:00;30;71;0;924.3;3600;;
25/03/2020;12:00;30.2;75;0.1;848.1;3600;;
25/03/2020;13:00;28.1;81;1.1;762.5;3600;;
25/03/2020;14:00;27.6;84;0.6;369.7;2702.65;;
25/03/2020;15:00;28.2;83;0.2;311.7;2237.7;;
25/03/2020;16:00;27.8;83;0.2;190.1;2523.92;;
25/03/2020;17:00;26.4;88;2;56.3;0;;
25/03/2020;18:00;25.7;94;0.3;0;0;;
25/03/2020;19:00;25.4;95;0.1;0;0;;
25/03/2020;20:00;25.7;93;0;0;0;;
25/03/2020;21:00;25.1;94;0;0;0;;
25/03/2020;22:00;25.1;93;0;0;0;;
25/03/2020;23:00;24.8;92;0.2;0;0;;
26/03/2020;00:00;24.6;92;0.1;0;0;;
26/03/2020;01:00;23.9;95;0;0;0;;
26/03/2020;02:00;23.7;95;0;0;0;;
26/03/2020;03:00;23.8;93;0;0;0;;
26/03/2020;04:00;24.7;89;0;0;0;;
26/03/2020;05:00;24.4;91;0;0;0;;
26/03/2020;06:00;23.2;96;0;7.8;0;;
26/03/2020;07:00;25.5;92;0;208.8;3467.82;;
26/03/2020;08:00;27.2;86;0;463.8;3600;;
26/03/2020;09:00;28.8;76;0;687.3;3600;;
26/03/2020;10:00;29.8;71;0;815.5;3600;;
26/03/2020;11:00;30.5;67;0.2;925.2;3600;;
26/03/2020;12:00;31;65;0;861;3600;;
26/03/2020;13:00;31.5;63;0;820.4;3600;;
26/03/2020;14:00;31.4;64;0.1;699.2;3600;;
26/03/2020;15:00;31.1;67;0;503.7;3600;;
26/03/2020;16:00;29.9;72;0.3;282.8;3600;;
26/03/2020;17:00;28.3;78;0.2;110.1;3600;;
26/03/2020;18:00;27.1;83;0.3;0;234.29;;
26/03/2020;19:00;26.9;82;0.2;0;0;;
26/03/2020;20:00;26.4;84;0.1;0;0;;
26/03/2020;21:00;25.5;91;0;0;0;;
26/03/2020;22:00;25;95;0;0;0;;
26/03/2020;23:00;25.1;93;0;0;0;;
27/03/2020;00:00;25.6;89;0;0;0;;
27/03/2020;01:00;24.9;92;0;0;0;;
27/03/2020;02:00;24;94;0;0;0;;
27/03/2020;03:00;24;92;0;0;0;;
27/03/2020;04:00;24;90;0;0;0;;
27/03/2020;05:00;22.9;94;0;0;0;;
27/03/2020;06:00;23.5;91;0;7.8;0;;
27/03/2020;07:00;25.5;88;0;213.6;3473.15;;
27/03/2020;08:00;26.9;85;0;423.4;3600;;
27/03/2020;09:00;28.1;78;0;687.2;3600;;
27/03/2020;10:00;29.3;73;0.1;793.7;3600;;
27/03/2020;11:00;30.2;69;0.1;861.7;3600;;
27/03/2020;12:00;31;64;0.1;887.9;3600;;
27/03/2020;13:00;30.4;66;0.1;799;3600;;
27/03/2020;14:00;29.7;75;0.1;599.7;3600;;
27/03/2020;15:00;28.4;78;2.2;452.6;3600;;
27/03/2020;16:00;28.2;80;0.4;261.8;3600;;
27/03/2020;17:00;27.4;82;1.6;80;1249.37;;
27/03/2020;18:00;26.3;90;1;0;0;;
27/03/2020;19:00;25.8;91;0;0;0;;
27/03/2020;20:00;25.8;91;0;0;0;;
27/03/2020;21:00;25.4;93;0;0;0;;
27/03/2020;22:00;25.5;93;0.4;0;0;;
27/03/2020;23:00;25.1;94;0.1;0;0;;
28/03/2020;00:00;25.4;94;0.4;0;0;;
28/03/2020;01:00;25.1;95;0.4;0;0;;
28/03/2020;02:00;24.8;96;0;0;0;;
28/03/2020;03:00;24.8;95;0.1;0;0;;
28/03/2020;04:00;24.5;96;0;0;0;;
28/03/2020;05:00;24.1;97;0;0;0;;
28/03/2020;06:00;24.4;96;0;7.8;0;;
28/03/2020;07:00;25.6;93;0;127.4;184.68;;
28/03/2020;08:00;26.7;87;0;322.5;3600;;
28/03/2020;09:00;27.7;82;0.1;516.7;3600;;
28/03/2020;10:00;28.1;81;0.1;541.7;3600;;
28/03/2020;11:00;28.3;85;0.2;594.8;3600;;
28/03/2020;12:00;28.6;87;0.4;654.3;3600;;
28/03/2020;13:00;28.2;86;0.4;531.9;3600;;
28/03/2020;14:00;26.9;89;2.2;320.1;0;;
28/03/2020;15:00;26.7;88;0.3;106.9;0;;
28/03/2020;16:00;26.3;88;0.8;74.5;0;;
28/03/2020;17:00;25.9;92;0.3;31.2;0;;
28/03/2020;18:00;25.3;95;0.2;0;0;;
28/03/2020;19:00;26.4;90;0.1;0;0;;
28/03/2020;20:00;25.6;95;0;0;0;;
28/03/2020;21:00;26;93;0;0;0;;
28/03/2020;22:00;25.3;96;0;0;0;;
28/03/2020;23:00;24.9;97;0;0;0;;
29/03/2020;00:00;24.4;96;0;0;0;;
29/03/2020;01:00;24.7;93;0;0;0;;
29/03/2020;02:00;24.2;94;0;0;0;;
29/03/2020;03:00;25.1;89;0;0;0;;
29/03/2020;04:00;24.8;91;0;0;0;;
29/03/2020;05:00;24.3;94;0;0;0;;
29/03/2020;06:00;24.3;94;0;5.2;0;;
29/03/2020;07:00;25.7;89;0;188.4;3483.37;;
29/03/2020;08:00;27.5;82;0;449.6;3600;;
29/03/2020;09:00;28.8;77;0;636.6;3600;;
29/03/2020;10:00;30.1;72;0.1;830.2;3600;;
29/03/2020;11:00;30.5;70;0.1;887.4;3600;;
29/03/2020;12:00;30.3;72;0.1;723.3;3600;;
29/03/2020;13:00;28.6;79;3;754.1;3600;;
29/03/2020;14:00;26.9;85;4.6;363.6;2327.44;;
29/03/2020;15:00;26.3;91;10.8;101.6;0;;
29/03/2020;16:00;25.5;90;8.8;76.8;0;;
29/03/2020;17:00;25.2;92;1;13.5;0;;
29/03/2020;18:00;24.7;96;1.6;0;0;;
29/03/2020;19:00;24.9;95;0.1;0;0;;
29/03/2020;20:00;24.6;96;0;0;0;;
29/03/2020;21:00;25.5;90;0;0;0;;
29/03/2020;22:00;24.3;95;0;0;0;;
29/03/2020;23:00;25.4;87;0;0;0;;
30/03/2020;00:00;24.1;94;0;0;0;;
30/03/2020;01:00;23.6;96;0;0;0;;
30/03/2020;02:00;24.4;92;0;0;0;;
30/03/2020;03:00;23;97;0;0;0;;
30/03/2020;04:00;23.4;97;0;0;0;;
30/03/2020;05:00;23.1;98;0.3;0;0;;
30/03/2020;06:00;23.1;97;0;7.7;0;;
30/03/2020;07:00;25.2;90;0;198.2;3488.16;;
30/03/2020;08:00;26.1;88;0.8;292.1;3600;;
30/03/2020;09:00;27.3;86;0.1;570.2;3600;;
30/03/2020;10:00;28.6;83;0.1;698.2;3600;;
30/03/2020;11:00;27.2;84;1.9;382.9;1727.42;;
30/03/2020;12:00;28;83;0.5;626;3600;;
30/03/2020;13:00;28.9;78;1.4;766.5;3600;;
30/03/2020;14:00;26.7;87;3.9;263.4;2267.47;;
30/03/2020;15:00;27.9;86;0.1;395.8;3600;;
30/03/2020;16:00;27.9;86;0.2;211.9;2897.53;;
30/03/2020;17:00;25.9;93;4.8;46.6;514.48;;
30/03/2020;18:00;25.4;95;0.4;0;0;;
30/03/2020;19:00;25.5;91;0.1;0;0;;
30/03/2020;20:00;25.2;93;0.5;0;0;;
30/03/2020;21:00;25;93;0.8;0;0;;
30/03/2020;22:00;24.6;94;0.3;0;0;;
30/03/2020;23:00;24.4;96;0.2;0;0;;
31/03/2020;00:00;24.3;96;0.3;0;0;;
31/03/2020;01:00;24.2;94;0.1;0;0;;
31/03/2020;02:00;23.6;97;0;0;0;;
31/03/2020;03:00;23.7;97;0;0;0;;
31/03/2020;04:00;23.5;95;0;0;0;;
31/03/2020;05:00;23.7;92;0;0;0;;
31/03/2020;06:00;24.6;87;0;7.7;0;;
31/03/2020;07:00;25.4;93;0;189.8;3492.68;;
31/03/2020;08:00;26.9;86;0;407.8;3600;;
31/03/2020;09:00;27.7;83;0;546.1;3600;;
31/03/2020;10:00;28.5;79;0.1;594.4;3600;;
31/03/2020;11:00;26.9;87;2;550.9;3600;;
31/03/2020;12:00;27.8;87;0.4;605.9;3600;;
31/03/2020;13:00;28.5;87;0.3;615.6;3600;;
31/03/2020;14:00;27.5;85;4.2;432.9;3600;;
31/03/2020;15:00;26.4;87;2.7;179.4;0;;
31/03/2020;16:00;26.7;88;0.1;137.4;0;;
31/03/2020;17:00;26.1;89;0.5;63.8;0;;
31/03/2020;18:00;25.4;94;0.9;0;0;;
31/03/2020;19:00;25.3;92;1;0;0;;
31/03/2020;20:00;24.8;95;0;0;0;;
31/03/2020;21:00;25.5;89;0;0;0;;
31/03/2020;22:00;24.5;94;0;0;0;;
31/03/2020;23:00;24.4;95;0;0;0;;
01/04/2020;00:00;24.5;94;0;0;0;;
01/04/2020;01:00;24.7;94;0;0;0;;
01/04/2020;02:00;24.5;94;0;0;0;;
01/04/2020;03:00;23.6;97;0;0;0;;
01/04/2020;04:00;24.3;94;0;0;0;;
01/04/2020;05:00;24.4;94;0;0;0;;
01/04/2020;06:00;24.4;93;0;5.1;0;;
01/04/2020;07:00;25.3;93;0;61;0;;
01/04/2020;08:00;25.9;90;0;183.7;2751.78;;
01/04/2020;09:00;26.9;86;0;372.4;3600;;
01/04/2020;10:00;28.2;79;0.2;704.5;3600;;
01/04/2020;11:00;28.5;77;0.1;590.3;3600;;
01/04/2020;12:00;29.4;73;0.1;784;3600;;
01/04/2020;13:00;27.7;84;3.5;528.5;3600;;
01/04/2020;14:00;27.1;85;0.6;229.8;0;;
01/04/2020;15:00;26.7;85;0.6;144.3;0;;
01/04/2020;16:00;26.9;85;0.1;169.6;0;;
01/04/2020;17:00;26.3;89;0;60;0;;
01/04/2020;18:00;25.2;96;0;0;0;;
01/04/2020;19:00;25.4;95;0;0;0;;
01/04/2020;20:00;26.3;90;0;0;0;;
01/04/2020;21:00;25.9;91;0;0;0;;
01/04/2020;22:00;26.1;90;0;0;0;;
01/04/2020;23:00;25.5;91;0;0;0;;
02/04/2020;00:00;25.8;89;0;0;0;;
02/04/2020;01:00;25;91;0;0;0;;
02/04/2020;02:00;25.4;90;0;0;0;;
02/04/2020;03:00;25.2;90;0;0;0;;
02/04/2020;04:00;24.1;94;0;0;0;;
02/04/2020;05:00;23.8;95;0;0;0;;
02/04/2020;06:00;24.5;92;0;7.7;0;;
02/04/2020;07:00;25.7;86;0;182.9;3500.71;;
02/04/2020;08:00;27;82;0;415.2;3600;;
02/04/2020;09:00;28.3;78;0;612.2;3600;;
02/04/2020;10:00;29.7;72;0;707.7;3600;;
02/04/2020;11:00;30.3;73;0;775.9;3600;;
02/04/2020;12:00;28.1;77;4.1;604.7;3600;;
02/04/2020;13:00;26.8;86;2.1;377.7;3566.03;;
02/04/2020;14:00;27.2;86;0.8;294.6;3600;;
02/04/2020;15:00;26.8;86;2.7;190.6;161.41;;
02/04/2020;16:00;26.8;87;0.3;116.6;0;;
02/04/2020;17:00;26.6;90;0.1;48.8;0;;
02/04/2020;18:00;25.9;93;0.1;0;0;;
02/04/2020;19:00;25.7;93;0;0;0;;
02/04/2020;20:00;25.6;92;2.6;0;0;;
02/04/2020;21:00;25.4;94;1.6;0;0;;
02/04/2020;22:00;25;97;0.1;0;0;;
02/04/2020;23:00;25;95;0;0;0;;
03/04/2020;00:00;24.7;96;0;0;0;;
03/04/2020;01:00;25.2;91;0;0;0;;
03/04/2020;02:00;24.9;92;0;0;0;;
03/04/2020;03:00;24;96;0;0;0;;
03/04/2020;04:00;23.6;94;0;0;0;;
03/04/2020;05:00;24.2;92;0;0;0;;
03/04/2020;06:00;23.9;95;0;7.7;0;;
03/04/2020;07:00;25.7;90;0;179.5;3504.13;;
03/04/2020;08:00;27.1;85;0;384.9;3600;;
03/04/2020;09:00;28.5;80;0.1;617.9;3600;;
03/04/2020;10:00;28.6;82;0.3;722.7;3600;;
03/04/2020;11:00;27.7;84;1.6;643;3600;;
03/04/2020;12:00;28.2;83;0.7;524.5;3306.88;;
03/04/2020;13:00;27.3;84;4;342.9;0;;
03/04/2020;14:00;27.1;85;0.6;272.3;0;;
03/04/2020;15:00;26.7;88;0.6;175.6;0;;
03/04/2020;16:00;26.4;90;0.7;92.8;0;;
03/04/2020;17:00;26.5;89;0.4;47.4;0;;
03/04/2020;18:00;25.7;95;0.1;0;0;;
03/04/2020;19:00;25.8;94;0;0;0;;
03/04/2020;20:00;25.6;94;0;0;0;;
03/04/2020;21:00;25.3;95;0;0;0;;
03/04/2020;22:00;24.7;96;0;0;0;;
03/04/2020;23:00;24.4;97;0;0;0;;
04/04/2020;00:00;25.2;91;0;0;0;;
04/04/2020;01:00;24.9;93;0;0;0;;
04/04/2020;02:00;24.6;95;0;0;0;;
04/04/2020;03:00;24.1;96;0;0;0;;
04/04/2020;04:00;23.9;95;0;0;0;;
04/04/2020;05:00;23.6;94;0;0;0;;
04/04/2020;06:00;24.1;94;0;5.1;0;;
04/04/2020;07:00;25.6;91;0;93.8;182.11;;
04/04/2020;08:00;27.1;86;0;411.2;3600;;
04/04/2020;09:00;28.3;80;0;576.7;3600;;
04/04/2020;10:00;28.8;81;0.3;652.4;3600;;
04/04/2020;11:00;28.9;84;0.4;650.2;3600;;
04/04/2020;12:00;29.3;84;0.4;785.6;3600;;
04/04/2020;13:00;29.4;83;0.5;571.6;3600;;
04/04/2020;14:00;27.5;85;4.9;336.1;0;;
04/04/2020;15:00;27.4;85;0.4;177.3;0;;
04/04/2020;16:00;25.9;90;4.5;81.7;0;;
04/04/2020;17:00;24.9;95;1.2;24.4;0;;
04/04/2020;18:00;24.5;95;0.1;0;0;;
04/04/2020;19:00;25;93;0;0;0;;
04/04/2020;20:00;25.1;93;0;0;0;;
04/04/2020;21:00;25.4;88;0;0;0;;
04/04/2020;22:00;24.8;92;1.7;0;0;;
04/04/2020;23:00;24.7;94;0;0;0;;
05/04/2020;00:00;24;96;0;0;0;;
05/04/2020;01:00;24;97;0;0;0;;
05/04/2020;02:00;24.3;95;0;0;0;;
05/04/2020;03:00;24.4;94;0;0;0;;
05/04/2020;04:00;23.3;98;0;0;0;;
05/04/2020;05:00;23.2;97;0;0;0;;
05/04/2020;06:00;23.5;95;0;7.7;0;;
05/04/2020;07:00;25.4;89;0;177.6;3510.65;;
05/04/2020;08:00;26.1;87;0;157.2;0;;
05/04/2020;09:00;27.1;84;0;325.4;989.25;;
05/04/2020;10:00;27.8;83;0.1;464.4;2712.31;;
05/04/2020;11:00;28.4;83;0.3;557.8;3414.03;;
05/04/2020;12:00;26.5;86;4.8;368.2;1149.37;;
05/04/2020;13:00;26.3;88;0.2;125.5;0;;
05/04/2020;14:00;27.1;85;0.3;316.6;1449.69;;
05/04/2020;15:00;26.7;87;0.3;211.2;0;;
05/04/2020;16:00;26.5;88;0.1;132.7;0;;
05/04/2020;17:00;26.2;90;0.4;38.9;0;;
05/04/2020;18:00;25.3;94;0.1;0;0;;
05/04/2020;19:00;25.4;96;0;0;0;;
05/04/2020;20:00;25.3;96;0;0;0;;
05/04/2020;21:00;24.8;96;0;0;0;;
05/04/2020;22:00;24.7;96;0;0;0;;
05/04/2020;23:00;24.5;95;0;0;0;;
06/04/2020;00:00;24.2;96;0;0;0;;
06/04/2020;01:00;24.7;95;0.2;0;0;;
06/04/2020;02:00;24.2;98;0.2;0;0;;
06/04/2020;03:00;24.1;97;0.2;0;0;;
06/04/2020;04:00;23.7;97;0.2;0;0;;
06/04/2020;05:00;23.8;97;0.1;0;0;;
06/04/2020;06:00;23.8;95;0;5.1;0;;
06/04/2020;07:00;25.2;92;0;170.9;3513.96;;
06/04/2020;08:00;25.1;93;2.4;186;1169.65;;
06/04/2020;09:00;24.6;95;5.2;36.5;0;;
06/04/2020;10:00;24.1;96;10.9;33.5;0;;
06/04/2020;11:00;23.9;97;9.9;33.2;0;;
06/04/2020;12:00;24.1;96;4.9;82;0;;
06/04/2020;13:00;24.9;94;2.6;185.3;0;;
06/04/2020;14:00;25.9;90;1.3;251.7;476.78;;
06/04/2020;15:00;26.5;86;0.3;241.7;1072.45;;
06/04/2020;16:00;26.8;84;0.1;217.2;3600;;
06/04/2020;17:00;26.2;90;0;46.6;323.4;;
06/04/2020;18:00;25;95;0;0;0;;
06/04/2020;19:00;24.5;96;0.2;0;0;;
06/04/2020;20:00;24.2;96;0;0;0;;
06/04/2020;21:00;24.1;95;0;0;0;;
06/04/2020;22:00;23.9;96;0;0;0;;
06/04/2020;23:00;23.8;96;0;0;0;;
07/04/2020;00:00;23;97;0;0;0;;
07/04/2020;01:00;23.1;96;0;0;0;;
07/04/2020;02:00;22.7;97;0;0;0;;
07/04/2020;03:00;22.4;97;0;0;0;;
07/04/2020;04:00;23.4;94;0;0;0;;
07/04/2020;05:00;23.2;94;0;0;0;;
07/04/2020;06:00;22.4;97;0;7.7;0;;
07/04/2020;07:00;24.8;92;0;161;2870.31;;
07/04/2020;08:00;26.2;85;0;280.2;3600;;
07/04/2020;09:00;27.1;83;0.1;566.1;3600;;
07/04/2020;10:00;27.7;83;0.1;564.7;3600;;
07/04/2020;11:00;28.2;82;0.2;710;3600;;
07/04/2020;12:00;28.2;83;0.1;700.2;3600;;
07/04/2020;13:00;28.4;85;0.3;643.7;3600;;
07/04/2020;14:00;27.3;89;0.4;447.8;3600;;
07/04/2020;15:00;27.5;86;0.3;323.5;3115.6;;
07/04/2020;16:00;25.8;90;3.5;172.3;1597.42;;
07/04/2020;17:00;25.6;92;0.3;45.2;0;;
07/04/2020;18:00;24.9;96;0.2;0;0;;
07/04/2020;19:00;25;93;0.1;0;0;;
07/04/2020;20:00;24.8;92;0;0;0;;
07/04/2020;21:00;25;89;0;0;0;;
07/04/2020;22:00;24.4;91;0;0;0;;
07/04/2020;23:00;24.2;92;0;0;0;;
