latitude;;longitude;elevation;utc_offset_seconds;timezone;timezone_abbreviation;;
-7.768014;;110.39183;110;25200;Asia/Bangkok;7;;
;;;;;;;;
time;;temperature_2m (°C);relative_humidity_2m (%);rain (mm);shortwave_radiation_instant (W/m²);sunshine_duration (s);;
30/06/2020;23:00;22.3;92;0;0;0;;
01/07/2020;00:00;22.6;90;0;0;0;;
01/07/2020;01:00;22.1;92;0;0;0;;
01/07/2020;02:00;21.5;96;0;0;0;;
01/07/2020;03:00;21.4;95;0;0;0;;
01/07/2020;04:00;21.3;95;0;0;0;;
01/07/2020;05:00;21.1;95;0;0;0;;
01/07/2020;06:00;21.1;93;0;0;0;;
01/07/2020;07:00;23.5;85;0;146.5;2762.36;;
01/07/2020;08:00;25.2;80;0;348.1;3600;;
01/07/2020;09:00;27.3;70;0;557.1;3600;;
01/07/2020;10:00;28.8;62;0;653.5;3600;;
01/07/2020;11:00;29.2;59;0;479.2;3600;;
01/07/2020;12:00;29.4;58;0;466.7;3600;;
01/07/2020;13:00;29.2;61;0;586.4;3600;;
01/07/2020;14:00;28.6;65;0.1;529.7;3600;;
01/07/2020;15:00;28;67;0.4;363.8;3600;;
01/07/2020;16:00;27.2;71;0.4;192.2;3600;;
01/07/2020;17:00;26.4;75;0.2;51;3600;;
01/07/2020;18:00;25.5;78;0.1;0;0;;
01/07/2020;19:00;24.9;81;0;0;0;;
01/07/2020;20:00;24.3;86;0;0;0;;
01/07/2020;21:00;23.7;90;0;0;0;;
01/07/2020;22:00;23.8;88;0;0;0;;
01/07/2020;23:00;24.3;84;0;0;0;;
02/07/2020;00:00;24.3;83;0;0;0;;
02/07/2020;01:00;22.8;91;0;0;0;;
02/07/2020;02:00;22.2;94;0;0;0;;
02/07/2020;03:00;22;95;0;0;0;;
02/07/2020;04:00;22;95;0;0;0;;
02/07/2020;05:00;22.1;93;0;0;0;;
02/07/2020;06:00;22.2;92;0;0;0;;
02/07/2020;07:00;24.2;87;0;78.1;181.57;;
02/07/2020;08:00;25.7;80;0;310.8;3600;;
02/07/2020;09:00;27;73;0;329.9;3600;;
02/07/2020;10:00;28.7;65;0;550.4;3600;;
02/07/2020;11:00;29.2;62;0;547.8;3600;;
02/07/2020;12:00;29.6;60;0.1;608.9;3600;;
02/07/2020;13:00;30;58;0.3;635.7;3600;;
02/07/2020;14:00;28.7;65;0.5;466.1;3600;;
02/07/2020;15:00;27.9;69;0.3;247;3600;;
02/07/2020;16:00;27.2;71;0.2;138.5;3600;;
02/07/2020;17:00;26.4;74;0;35.6;1975.78;;
02/07/2020;18:00;25.2;80;0;0;0;;
02/07/2020;19:00;24.5;84;0;0;0;;
02/07/2020;20:00;24.5;84;0.2;0;0;;
02/07/2020;21:00;23.5;92;0.2;0;0;;
02/07/2020;22:00;23.6;90;0;0;0;;
02/07/2020;23:00;23.4;90;0;0;0;;
03/07/2020;00:00;23.4;90;0;0;0;;
03/07/2020;01:00;22.2;95;0;0;0;;
03/07/2020;02:00;22.2;95;0;0;0;;
03/07/2020;03:00;22.1;97;0;0;0;;
03/07/2020;04:00;22;97;0;0;0;;
03/07/2020;05:00;21.9;96;0;0;0;;
03/07/2020;06:00;22.3;94;0;0;0;;
03/07/2020;07:00;23.7;91;0;81.9;1314.5;;
03/07/2020;08:00;25.4;81;0;282.6;3600;;
03/07/2020;09:00;26.9;73;0;444.2;3600;;
03/07/2020;10:00;28.4;65;0;585.2;3600;;
03/07/2020;11:00;29.3;60;0;667.5;3600;;
03/07/2020;12:00;28.9;61;0;384.6;968.51;;
03/07/2020;13:00;29.2;60;0;455.4;3600;;
03/07/2020;14:00;29.5;59;0;551.1;3600;;
03/07/2020;15:00;29;59;0;417.8;3600;;
03/07/2020;16:00;28.4;61;0;252.5;3600;;
03/07/2020;17:00;26.9;67;0;77.1;3600;;
03/07/2020;18:00;25.4;74;0;0;0;;
03/07/2020;19:00;24.6;78;0;0;0;;
03/07/2020;20:00;23.9;83;0;0;0;;
03/07/2020;21:00;23.1;86;0;0;0;;
03/07/2020;22:00;22.9;87;0;0;0;;
03/07/2020;23:00;23.1;85;0;0;0;;
04/07/2020;00:00;23.8;80;0;0;0;;
04/07/2020;01:00;22.6;89;0;0;0;;
04/07/2020;02:00;22.1;91;0;0;0;;
04/07/2020;03:00;21.7;92;0;0;0;;
04/07/2020;04:00;21.4;92;0;0;0;;
04/07/2020;05:00;21.2;90;0;0;0;;
04/07/2020;06:00;20.6;91;0;0;0;;
04/07/2020;07:00;23.3;78;0;149.3;2738.57;;
04/07/2020;08:00;25;78;0;355;3600;;
04/07/2020;09:00;26.4;73;0;514.7;3600;;
04/07/2020;10:00;27.6;68;0;659.2;3600;;
04/07/2020;11:00;28.7;63;0;742.4;3600;;
04/07/2020;12:00;29.8;58;0;818.4;3600;;
04/07/2020;13:00;30.6;53;0;779.7;3600;;
04/07/2020;14:00;31;50;0;654.6;3600;;
04/07/2020;15:00;31;48;0;480.4;3600;;
04/07/2020;16:00;29.4;60;0;282.7;3600;;
04/07/2020;17:00;26.9;74;0;85.5;3600;;
04/07/2020;18:00;24.9;82;0;0;17.19;;
04/07/2020;19:00;23.9;88;0;0;0;;
04/07/2020;20:00;23.8;89;0;0;0;;
04/07/2020;21:00;23;93;0;0;0;;
04/07/2020;22:00;23.2;90;0;0;0;;
04/07/2020;23:00;22.2;95;0;0;0;;
05/07/2020;00:00;21.5;95;0;0;0;;
05/07/2020;01:00;22.7;89;0;0;0;;
05/07/2020;02:00;22;93;0;0;0;;
05/07/2020;03:00;21.2;96;0;0;0;;
05/07/2020;04:00;21.1;96;0;0;0;;
05/07/2020;05:00;20.2;96;0;0;0;;
05/07/2020;06:00;20.3;95;0;0;0;;
05/07/2020;07:00;22;89;0;155.1;2731.87;;
05/07/2020;08:00;24.4;80;0;369.3;3600;;
05/07/2020;09:00;26.8;69;0;565.6;3600;;
05/07/2020;10:00;28.7;60;0;711.4;3600;;
05/07/2020;11:00;30;54;0;791.4;3600;;
05/07/2020;12:00;30.9;50;0;810.5;3600;;
05/07/2020;13:00;31.5;48;0;742.1;3600;;
05/07/2020;14:00;31.4;48;0;609.5;3600;;
05/07/2020;15:00;30.6;52;0;459.7;3600;;
05/07/2020;16:00;28.9;63;0.3;276.8;3600;;
05/07/2020;17:00;27.5;73;0;69.6;3600;;
05/07/2020;18:00;25.9;82;0.2;0;0;;
05/07/2020;19:00;25.7;80;0.2;0;0;;
05/07/2020;20:00;24.8;86;0;0;0;;
05/07/2020;21:00;24.3;87;0;0;0;;
05/07/2020;22:00;24.5;88;0;0;0;;
05/07/2020;23:00;23.7;89;0;0;0;;
06/07/2020;00:00;23.6;90;0;0;0;;
06/07/2020;01:00;22.7;93;0.1;0;0;;
06/07/2020;02:00;22.9;91;0.1;0;0;;
06/07/2020;03:00;22.7;90;0;0;0;;
06/07/2020;04:00;23.4;85;0;0;0;;
06/07/2020;05:00;23;87;0;0;0;;
06/07/2020;06:00;22.8;88;0;0;0;;
06/07/2020;07:00;24.5;82;0;147.9;2725.87;;
06/07/2020;08:00;26.4;76;0;353.9;3600;;
06/07/2020;09:00;28.1;68;0;540.3;3600;;
06/07/2020;10:00;29.5;61;0;669.1;3600;;
06/07/2020;11:00;30.7;58;0;748.8;3600;;
06/07/2020;12:00;30.1;60;0.3;723.4;3600;;
06/07/2020;13:00;29.3;66;0.6;422.7;3600;;
06/07/2020;14:00;29.8;61;0.1;483.1;3600;;
06/07/2020;15:00;28.7;63;0.1;310.6;3600;;
06/07/2020;16:00;27.3;72;0.6;126.5;1072.76;;
06/07/2020;17:00;26.5;77;0.2;28.1;0;;
06/07/2020;18:00;25.7;82;0.3;0;0;;
06/07/2020;19:00;25.1;87;0.1;0;0;;
06/07/2020;20:00;24.8;90;0.1;0;0;;
06/07/2020;21:00;24.4;92;0.2;0;0;;
06/07/2020;22:00;24;94;0.2;0;0;;
06/07/2020;23:00;23.3;97;0.1;0;0;;
07/07/2020;00:00;24.1;93;0;0;0;;
07/07/2020;01:00;23.9;93;0;0;0;;
07/07/2020;02:00;23.2;96;0;0;0;;
07/07/2020;03:00;23;96;0;0;0;;
07/07/2020;04:00;22.9;95;0;0;0;;
07/07/2020;05:00;22.7;95;0.1;0;0;;
07/07/2020;06:00;23.5;89;0;0;0;;
07/07/2020;07:00;24.1;87;0;75;1170.64;;
07/07/2020;08:00;25.3;83;0;338.5;3600;;
07/07/2020;09:00;27;75;0;525.4;3600;;
07/07/2020;10:00;29.1;64;0.1;601.8;3600;;
07/07/2020;11:00;29.9;58;0;585.6;3600;;
07/07/2020;12:00;30.2;55;0;507;3600;;
07/07/2020;13:00;30.1;58;0;512.6;3600;;
07/07/2020;14:00;30.1;59;0;563.5;3600;;
07/07/2020;15:00;29.1;64;0;329.8;3600;;
07/07/2020;16:00;28.1;68;0;225.4;3600;;
07/07/2020;17:00;27;71;0;65.6;3600;;
07/07/2020;18:00;25.8;76;0;0;0;;
07/07/2020;19:00;24.9;80;0;0;0;;
07/07/2020;20:00;24.6;83;0;0;0;;
07/07/2020;21:00;24.2;85;0;0;0;;
07/07/2020;22:00;23;92;0;0;0;;
07/07/2020;23:00;24.1;85;0;0;0;;
08/07/2020;00:00;23.6;87;0;0;0;;
08/07/2020;01:00;21.9;95;0;0;0;;
08/07/2020;02:00;21.8;95;0;0;0;;
08/07/2020;03:00;21.4;94;0;0;0;;
08/07/2020;04:00;21.1;93;0;0;0;;
08/07/2020;05:00;21.1;93;0;0;0;;
08/07/2020;06:00;21;93;0;0;0;;
08/07/2020;07:00;24;85;0;150.2;2716.19;;
08/07/2020;08:00;25.6;79;0;359.3;3600;;
08/07/2020;09:00;27.5;69;0;550.9;3600;;
08/07/2020;10:00;28.6;62;0;608.4;3600;;
08/07/2020;11:00;29.4;57;0;632.4;3600;;
08/07/2020;12:00;29.9;55;0;656.4;3600;;
08/07/2020;13:00;30;55;0;623.7;3600;;
08/07/2020;14:00;29.7;55;0.1;560.8;3600;;
08/07/2020;15:00;28.6;62;0.3;344.6;3600;;
08/07/2020;16:00;27.7;68;0.2;186.2;3600;;
08/07/2020;17:00;26.7;71;0;69.4;3600;;
08/07/2020;18:00;25.4;77;0;0;10.43;;
08/07/2020;19:00;24.6;82;0;0;0;;
08/07/2020;20:00;23.6;89;0;0;0;;
08/07/2020;21:00;23.2;90;0;0;0;;
08/07/2020;22:00;22.5;92;0;0;0;;
08/07/2020;23:00;22.5;92;0;0;0;;
09/07/2020;00:00;22;94;0;0;0;;
09/07/2020;01:00;22.1;93;0;0;0;;
09/07/2020;02:00;22.1;93;0;0;0;;
09/07/2020;03:00;21.8;93;0;0;0;;
09/07/2020;04:00;21.7;93;0;0;0;;
09/07/2020;05:00;21.2;93;0;0;0;;
09/07/2020;06:00;21.4;92;0;0;0;;
09/07/2020;07:00;23.7;86;0;139.1;2712.62;;
09/07/2020;08:00;25.5;78;0;345.2;3600;;
09/07/2020;09:00;27.4;67;0;423.9;3600;;
09/07/2020;10:00;28;64;0.1;297.7;898.16;;
09/07/2020;11:00;29.2;59;0.1;448.4;3600;;
09/07/2020;12:00;29.3;59;0.1;434;2867.59;;
09/07/2020;13:00;30.1;56;0;607.3;3600;;
09/07/2020;14:00;29.1;61;0;403.8;3600;;
09/07/2020;15:00;28.3;64;0;218.8;3600;;
09/07/2020;16:00;27.6;68;0;126.8;2309.81;;
09/07/2020;17:00;26.5;74;0;40.8;469.08;;
09/07/2020;18:00;25.7;77;0;0;0;;
09/07/2020;19:00;24.9;80;0;0;0;;
09/07/2020;20:00;25;81;0;0;0;;
09/07/2020;21:00;24.6;84;0;0;0;;
09/07/2020;22:00;24.4;85;0;0;0;;
09/07/2020;23:00;24.1;87;0;0;0;;
10/07/2020;00:00;23.6;90;0;0;0;;
10/07/2020;01:00;23.1;92;0;0;0;;
10/07/2020;02:00;22.6;93;0;0;0;;
10/07/2020;03:00;23;92;0;0;0;;
10/07/2020;04:00;23.1;90;0;0;0;;
10/07/2020;05:00;21.9;95;0;0;0;;
10/07/2020;06:00;22.3;93;0;0;0;;
10/07/2020;07:00;24.2;85;0;114.7;2709.14;;
10/07/2020;08:00;25.6;78;0;309;3600;;
10/07/2020;09:00;27.2;69;0.1;399.7;3600;;
10/07/2020;10:00;27.8;67;0.2;343.4;895.74;;
10/07/2020;11:00;28.7;63;0;474.4;3600;;
10/07/2020;12:00;29.6;60;0.4;748.7;3600;;
10/07/2020;13:00;29.6;59;0.3;645;3600;;
10/07/2020;14:00;29.2;61;0.4;514.8;3600;;
10/07/2020;15:00;28.1;66;0.7;342.2;3600;;
10/07/2020;16:00;27.3;69;0.4;206.5;3600;;
10/07/2020;17:00;26.6;71;0;45;2969.4;;
10/07/2020;18:00;25.9;74;0;0;0;;
10/07/2020;19:00;25.1;79;0;0;0;;
10/07/2020;20:00;25;80;0;0;0;;
10/07/2020;21:00;24;88;0;0;0;;
10/07/2020;22:00;24.4;84;0;0;0;;
10/07/2020;23:00;24.6;82;0;0;0;;
11/07/2020;00:00;24;86;0;0;0;;
11/07/2020;01:00;23.5;89;0;0;0;;
11/07/2020;02:00;22.6;92;0;0;0;;
11/07/2020;03:00;22.6;91;0;0;0;;
11/07/2020;04:00;22;92;0;0;0;;
11/07/2020;05:00;21.9;92;0;0;0;;
11/07/2020;06:00;22;90;0;0;0;;
11/07/2020;07:00;24.1;82;0;126.1;2708.23;;
11/07/2020;08:00;25.4;77;0;294.8;3600;;
11/07/2020;09:00;26.6;73;0;472.5;3600;;
11/07/2020;10:00;28.3;64;0;645.5;3600;;
11/07/2020;11:00;29.7;58;0;711.7;3600;;
11/07/2020;12:00;30.3;55;0;610.5;3600;;
11/07/2020;13:00;31;53;0;598.7;3600;;
11/07/2020;14:00;31.5;51;0;629.5;3600;;
11/07/2020;15:00;29.4;66;0.1;378.8;3600;;
11/07/2020;16:00;28.4;70;0;244.5;3600;;
11/07/2020;17:00;27.4;72;0;58.7;3600;;
11/07/2020;18:00;26.1;77;0;0;5.09;;
11/07/2020;19:00;25.1;81;0;0;0;;
11/07/2020;20:00;24.5;84;0;0;0;;
11/07/2020;21:00;24.3;85;0;0;0;;
11/07/2020;22:00;24.4;84;0;0;0;;
11/07/2020;23:00;24.2;85;0;0;0;;
12/07/2020;00:00;23.2;92;0;0;0;;
12/07/2020;01:00;22.8;94;0;0;0;;
12/07/2020;02:00;22.6;95;0;0;0;;
12/07/2020;03:00;22.4;95;0;0;0;;
12/07/2020;04:00;22.2;95;0;0;0;;
12/07/2020;05:00;22.3;93;0;0;0;;
12/07/2020;06:00;22.1;93;0;0;0;;
12/07/2020;07:00;24.3;84;0;109.2;2707.54;;
12/07/2020;08:00;25.7;79;0;298.7;3600;;
12/07/2020;09:00;26.8;74;0;373.1;3600;;
12/07/2020;10:00;28.1;70;0;612.9;3600;;
12/07/2020;11:00;29.2;64;0.1;676.3;3600;;
12/07/2020;12:00;29.9;59;0.1;659.6;3600;;
12/07/2020;13:00;30;57;0.2;605.6;3600;;
12/07/2020;14:00;29.9;57;0.2;495.5;3600;;
12/07/2020;15:00;29.2;63;0.4;371.1;3600;;
12/07/2020;16:00;28.5;66;0;191.2;3600;;
12/07/2020;17:00;27.7;69;0;70.9;3600;;
12/07/2020;18:00;26.2;74;0;0;3.32;;
12/07/2020;19:00;25;82;0;0;0;;
12/07/2020;20:00;24.8;85;0;0;0;;
12/07/2020;21:00;25.1;78;0;0;0;;
12/07/2020;22:00;23.8;87;0;0;0;;
12/07/2020;23:00;23.5;89;0;0;0;;
13/07/2020;00:00;23.3;90;0;0;0;;
13/07/2020;01:00;22.5;94;0;0;0;;
13/07/2020;02:00;23.1;90;0;0;0;;
13/07/2020;03:00;22.5;93;0;0;0;;
13/07/2020;04:00;22.1;94;0;0;0;;
13/07/2020;05:00;21.7;95;0;0;0;;
13/07/2020;06:00;21.9;94;0;0;0;;
13/07/2020;07:00;23.9;86;0;130;2561.9;;
13/07/2020;08:00;25.7;79;0;351.8;3600;;
13/07/2020;09:00;27.7;70;0;559.2;3600;;
13/07/2020;10:00;29.5;60;0;719.4;3600;;
13/07/2020;11:00;30.9;54;0;799.1;3600;;
13/07/2020;12:00;31.8;50;0;816.1;3600;;
13/07/2020;13:00;32.5;47;0;745.7;3600;;
13/07/2020;14:00;32.2;47;0;613.9;3600;;
13/07/2020;15:00;31.1;54;0;445;3600;;
13/07/2020;16:00;29.3;67;0;264.2;3600;;
13/07/2020;17:00;27.7;73;0;68.5;3600;;
13/07/2020;18:00;26.3;78;0;0;1.51;;
13/07/2020;19:00;25.4;85;0;0;0;;
13/07/2020;20:00;25.2;88;0;0;0;;
13/07/2020;21:00;24.9;88;0;0;0;;
13/07/2020;22:00;24.7;87;0;0;0;;
13/07/2020;23:00;24.7;85;0;0;0;;
14/07/2020;00:00;24.6;84;0;0;0;;
14/07/2020;01:00;24.5;85;0;0;0;;
14/07/2020;02:00;23.2;93;0;0;0;;
14/07/2020;03:00;22.8;96;0;0;0;;
14/07/2020;04:00;22.5;96;0;0;0;;
14/07/2020;05:00;22.3;96;0;0;0;;
14/07/2020;06:00;22;96;0;0;0;;
14/07/2020;07:00;24;89;0;135.6;2708.43;;
14/07/2020;08:00;25.8;81;0;332.4;3600;;
14/07/2020;09:00;27.5;74;0;525.7;3600;;
14/07/2020;10:00;29;65;0.1;677.1;3600;;
14/07/2020;11:00;29.8;60;0.2;723.2;3600;;
14/07/2020;12:00;30.4;56;0.1;674.8;3600;;
14/07/2020;13:00;31.1;53;0.1;701.3;3600;;
14/07/2020;14:00;30.7;54;0.2;566.8;3600;;
14/07/2020;15:00;29.8;60;0.3;379.9;3600;;
14/07/2020;16:00;28.6;69;0.1;185.3;3600;;
14/07/2020;17:00;27.9;72;0.1;65;3600;;
14/07/2020;18:00;26.6;80;0.2;0;0;;
14/07/2020;19:00;25.9;82;0.1;0;0;;
14/07/2020;20:00;25.5;86;0;0;0;;
14/07/2020;21:00;26;80;0;0;0;;
14/07/2020;22:00;25.5;82;0;0;0;;
14/07/2020;23:00;24.3;88;0;0;0;;
15/07/2020;00:00;23.3;93;0;0;0;;
15/07/2020;01:00;23.9;90;0;0;0;;
15/07/2020;02:00;23;93;0;0;0;;
15/07/2020;03:00;21.8;98;0;0;0;;
15/07/2020;04:00;21.8;97;0;0;0;;
15/07/2020;05:00;21.9;96;0;0;0;;
15/07/2020;06:00;21.9;97;0;0;0;;
15/07/2020;07:00;23.3;92;0;131.9;2709.85;;
15/07/2020;08:00;25.6;81;0;351.8;3600;;
15/07/2020;09:00;27.7;69;0;556.9;3600;;
15/07/2020;10:00;29.4;61;0;704.3;3600;;
15/07/2020;11:00;30.8;53;0;795;3600;;
15/07/2020;12:00;31.3;53;0.1;736;3600;;
15/07/2020;13:00;31.4;54;0.1;731.3;3600;;
15/07/2020;14:00;28.6;73;1.4;443.9;3600;;
15/07/2020;15:00;28.8;68;0.8;421.7;3600;;
15/07/2020;16:00;27.5;76;0.7;174.5;3291.01;;
15/07/2020;17:00;26.9;80;0;71.5;3600;;
15/07/2020;18:00;25.6;86;0;0;0;;
15/07/2020;19:00;26;79;0;0;0;;
15/07/2020;20:00;25.3;82;0;0;0;;
15/07/2020;21:00;24.8;85;0;0;0;;
15/07/2020;22:00;24.6;88;0;0;0;;
15/07/2020;23:00;24.2;90;0;0;0;;
16/07/2020;00:00;24.3;89;0;0;0;;
16/07/2020;01:00;24.3;89;0;0;0;;
16/07/2020;02:00;24.1;91;0;0;0;;
16/07/2020;03:00;24.1;91;0;0;0;;
16/07/2020;04:00;24.2;89;0.1;0;0;;
16/07/2020;05:00;24.2;89;0.2;0;0;;
16/07/2020;06:00;24.2;88;0.1;0;0;;
16/07/2020;07:00;25.1;86;0;94.2;320.17;;
16/07/2020;08:00;26.7;78;0;347.9;3600;;
16/07/2020;09:00;28.2;71;0;565;3600;;
16/07/2020;10:00;29.6;64;0;692.3;3600;;
16/07/2020;11:00;30.9;59;0;775.3;3600;;
16/07/2020;12:00;31.6;56;0;804.2;3600;;
16/07/2020;13:00;31.6;56;0.1;628.9;3600;;
16/07/2020;14:00;31.9;57;0;566;3600;;
16/07/2020;15:00;31.2;60;0;415.7;3600;;
16/07/2020;16:00;30.3;63;0;261.5;3600;;
16/07/2020;17:00;29.1;69;0;81.7;3600;;
16/07/2020;18:00;27.4;76;0;0;66.26;;
16/07/2020;19:00;26.6;87;0;0;0;;
16/07/2020;20:00;25.9;90;0;0;0;;
16/07/2020;21:00;25.3;92;0;0;0;;
16/07/2020;22:00;24.4;96;0;0;0;;
16/07/2020;23:00;24.8;93;0;0;0;;
17/07/2020;00:00;23.6;97;0;0;0;;
17/07/2020;01:00;23.9;95;0;0;0;;
17/07/2020;02:00;22.7;98;0;0;0;;
17/07/2020;03:00;22.9;98;0;0;0;;
17/07/2020;04:00;22.3;99;0;0;0;;
17/07/2020;05:00;22.7;99;0;0;0;;
17/07/2020;06:00;22.5;100;0;0;0;;
17/07/2020;07:00;23.6;96;0;116.7;2714.62;;
17/07/2020;08:00;25.4;87;0;320.8;3600;;
17/07/2020;09:00;27.1;78;0;530.3;3600;;
17/07/2020;10:00;28.7;70;0;715.2;3600;;
17/07/2020;11:00;30;63;0;798.2;3600;;
17/07/2020;12:00;31.3;56;0;819.3;3600;;
17/07/2020;13:00;32;51;0;767.1;3600;;
17/07/2020;14:00;30.4;61;0.1;631.8;3600;;
17/07/2020;15:00;29.1;68;0;398.4;3600;;
17/07/2020;16:00;28.4;69;0;224.3;3600;;
17/07/2020;17:00;27.3;71;0;71.4;3600;;
17/07/2020;18:00;26.5;73;0;0;0;;
17/07/2020;19:00;25.5;79;0;0;0;;
17/07/2020;20:00;25.2;82;0;0;0;;
17/07/2020;21:00;24.6;86;0;0;0;;
17/07/2020;22:00;24.5;87;0;0;0;;
17/07/2020;23:00;24.4;88;0;0;0;;
18/07/2020;00:00;24;90;0.2;0;0;;
18/07/2020;01:00;24;88;0.1;0;0;;
18/07/2020;02:00;23.7;90;0;0;0;;
18/07/2020;03:00;23.2;92;0;0;0;;
18/07/2020;04:00;22.4;95;0;0;0;;
18/07/2020;05:00;22.2;95;0;0;0;;
18/07/2020;06:00;22.2;94;0;0;0;;
18/07/2020;07:00;24;89;0;133.6;2718.02;;
18/07/2020;08:00;25.6;80;0;329.8;3600;;
18/07/2020;09:00;26.9;71;0;466.8;3600;;
18/07/2020;10:00;28.5;63;0;604.3;3600;;
18/07/2020;11:00;29.6;56;0;602.6;3600;;
18/07/2020;12:00;30.9;49;0;704;3600;;
18/07/2020;13:00;31.5;46;0;677.3;3600;;
18/07/2020;14:00;30.4;54;0;475.5;3600;;
18/07/2020;15:00;29;61;0;301.9;3412.02;;
18/07/2020;16:00;28.4;61;0;301.3;3600;;
18/07/2020;17:00;26.9;65;0;91.7;3600;;
18/07/2020;18:00;25.4;71;0;0;135.6;;
18/07/2020;19:00;24.1;81;0;0;0;;
18/07/2020;20:00;23.8;82;0;0;0;;
18/07/2020;21:00;23.1;85;0;0;0;;
18/07/2020;22:00;22.4;90;0;0;0;;
18/07/2020;23:00;22.1;90;0;0;0;;
19/07/2020;00:00;22;90;0;0;0;;
19/07/2020;01:00;21.8;90;0;0;0;;
19/07/2020;02:00;21.5;90;0;0;0;;
19/07/2020;03:00;21.4;91;0;0;0;;
19/07/2020;04:00;21.6;91;0;0;0;;
19/07/2020;05:00;21.9;89;0;0;0;;
19/07/2020;06:00;21.8;88;0;0;0;;
19/07/2020;07:00;23.4;81;0;118.5;2687.84;;
19/07/2020;08:00;25.4;78;0;349.2;3600;;
19/07/2020;09:00;27.2;72;0;570.8;3600;;
19/07/2020;10:00;29;62;0;731.5;3600;;
19/07/2020;11:00;30.6;56;0;814.9;3600;;
19/07/2020;12:00;31.8;50;0;832.4;3600;;
19/07/2020;13:00;30.6;56;0;748.9;3600;;
19/07/2020;14:00;29.1;63;0.2;545.9;3600;;
19/07/2020;15:00;28.5;66;0.2;338.5;3600;;
19/07/2020;16:00;27.9;67;0.2;211.4;3600;;
19/07/2020;17:00;26.6;73;0.3;55.8;3600;;
19/07/2020;18:00;25.7;78;0.1;0;0;;
19/07/2020;19:00;25.1;83;0;0;0;;
19/07/2020;20:00;25;82;0;0;0;;
19/07/2020;21:00;24.6;84;0;0;0;;
19/07/2020;22:00;24.2;85;0;0;0;;
19/07/2020;23:00;24.2;85;0;0;0;;
20/07/2020;00:00;24;86;0;0;0;;
20/07/2020;01:00;23.6;88;0;0;0;;
20/07/2020;02:00;23.7;88;0;0;0;;
20/07/2020;03:00;23.7;87;0;0;0;;
20/07/2020;04:00;23.7;88;0;0;0;;
20/07/2020;05:00;23.8;87;0;0;0;;
20/07/2020;06:00;23.5;88;0;0;0;;
20/07/2020;07:00;24.4;85;0;116.5;2726.85;;
20/07/2020;08:00;25.9;77;0;324.5;3600;;
20/07/2020;09:00;27.7;67;0;454;3600;;
20/07/2020;10:00;29.5;58;0;644.5;3600;;
20/07/2020;11:00;30.5;55;0.3;699.4;3600;;
20/07/2020;12:00;30.8;54;0.1;675.9;3600;;
20/07/2020;13:00;31;54;0;620.4;3600;;
20/07/2020;14:00;30.8;55;0;502.4;3600;;
20/07/2020;15:00;30.3;57;0.2;374.3;3600;;
20/07/2020;16:00;29;64;0.2;206;3600;;
20/07/2020;17:00;27.5;71;0;59.7;3600;;
20/07/2020;18:00;26.2;77;0;0;0;;
20/07/2020;19:00;25.7;81;0;0;0;;
20/07/2020;20:00;25.3;84;0;0;0;;
20/07/2020;21:00;25;86;0;0;0;;
20/07/2020;22:00;24.7;89;0;0;0;;
20/07/2020;23:00;24.8;92;0;0;0;;
21/07/2020;00:00;24.8;88;0.3;0;0;;
21/07/2020;01:00;24.5;92;0.3;0;0;;
21/07/2020;02:00;24.1;95;0.1;0;0;;
21/07/2020;03:00;23.8;96;0.1;0;0;;
21/07/2020;04:00;23.6;95;0;0;0;;
21/07/2020;05:00;24;91;0;0;0;;
21/07/2020;06:00;23.4;93;0;0;0;;
21/07/2020;07:00;24.7;91;0;103.3;2732.32;;
21/07/2020;08:00;25.7;84;0;232.7;3600;;
21/07/2020;09:00;27;76;0;387;3600;;
21/07/2020;10:00;28.4;68;0.2;545.6;3600;;
21/07/2020;11:00;29.3;64;0.2;638;3600;;
21/07/2020;12:00;29.2;63;0.2;564.6;3600;;
21/07/2020;13:00;29.4;62;0.2;536.4;3600;;
21/07/2020;14:00;28.8;66;0.4;358.1;3600;;
21/07/2020;15:00;28.7;67;0.2;231.6;2822.56;;
21/07/2020;16:00;28.1;67;0;120.6;1154.33;;
21/07/2020;17:00;27.3;71;0;39;1797.45;;
21/07/2020;18:00;26.2;75;0;0;0;;
21/07/2020;19:00;25.5;88;0.1;0;0;;
21/07/2020;20:00;25.9;84;0;0;0;;
21/07/2020;21:00;25.2;87;0;0;0;;
21/07/2020;22:00;24.8;87;0;0;0;;
21/07/2020;23:00;24.6;86;0;0;0;;
22/07/2020;00:00;24.9;83;0;0;0;;
22/07/2020;01:00;24.4;85;0;0;0;;
22/07/2020;02:00;23.9;87;0;0;0;;
22/07/2020;03:00;22.3;94;0;0;0;;
22/07/2020;04:00;21.9;95;0;0;0;;
22/07/2020;05:00;21.6;96;0;0;0;;
22/07/2020;06:00;21.4;96;0;0;0;;
22/07/2020;07:00;23.9;86;0;135;2738.48;;
22/07/2020;08:00;25.7;79;0;336.1;3600;;
22/07/2020;09:00;27.4;72;0;540.6;3600;;
22/07/2020;10:00;29.1;63;0.1;663;3600;;
22/07/2020;11:00;30.4;57;0;697.3;3600;;
22/07/2020;12:00;31.2;53;0.1;699;3600;;
22/07/2020;13:00;31.5;51;0.1;681.3;3600;;
22/07/2020;14:00;31;53;0.2;627.5;3600;;
22/07/2020;15:00;30.2;58;0.2;431.9;3600;;
